city,Price,Address,Number_Beds,Number_Baths,Province,Population,Latitude,Longitude,Median_Family_Income,year,month
Toronto,564000.0,#801 -17 MICHAEL POWER PL,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1195000.0,51 LAPP ST,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,515000.0,#922 -15 JAMES FINLAY WAY,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1298800.0,132 DORSET RD,5,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1050000.0,#406 -1316 KINGSTON RD,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1190000.0,21 COLLIP PL,3,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2688000.0,395 BALLIOL ST,4,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,835500.0,#1010 -21 CARLTON ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1295000.0,31 MARKHAM ST,4,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,699000.0,#417 -403 CHURCH ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,469900.0,#1113 -50 LYNN WILLIAMS ST,0,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2388800.0,#4605 -180 UNIVERSITY AVE,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,681000.0,#4701 -8 EGLINTON AVE E,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,899000.0,#1205 -28 LINDEN ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,595000.0,#523 -270 WELLINGTON ST W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,718000.0,#936 -8 HILLSDALE AVE E,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,599000.0,#509 -381 FRONT ST W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,999900.0,#409 -55 ONTARIO ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,5800000.0,#5101 -1 YORKVILLE AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,699900.0,#710 -55 ONTARIO ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,649000.0,#1906 -460 ADELAIDE ST E,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,439000.0,#506 -85 EMMETT AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,998000.0,114 LEXFIELD AVE,4,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,879000.0,#26 -95 EASTWOOD PARK GDNS,2,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,499000.0,#105 -270 SCARLETT RD,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1169000.0,43 ALESSIA CIRC,4,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,799900.0,#618 -250 MANITOBA ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1139000.0,55 BURLINGAME RD,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,929000.0,48 PAPE AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,859900.0,#404 -160 FALLINGBROOK RD,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1080000.0,241 SCARBOROUGH GOLFCLUB RD,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,899000.0,27 VERNON RD,6,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,924900.0,#102 -2A QUEENSBURY AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1274900.0,93 GLENMOUNT PARK RD,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,699000.0,#2705 -219 FORT YORK BLVD,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,935000.0,#1405 -1105 LESLIE ST,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,655000.0,#447 -33 MILL ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,699000.0,#2501 -89 DUNFIELD AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,569900.0,#1304 -50 ORDNANCE ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,625000.0,#1215W -36 LISGAR ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,639900.0,#321 -319 MERTON ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1124900.0,114 GLENVALE BLVD,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,3088000.0,23 ALBERTUS AVE,4,5,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2150000.0,5 HIGHBOURNE RD,6,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,999800.0,#1404 -1 SCOTT ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,999000.0,#609 -200 SUDBURY ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,599000.0,#404 -39 SHERBOURNE ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,549000.0,#929 -222 THE ESPLANADE ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,639000.0,3563 LAKE SHORE Boulevard W Unit# 306,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1150000.0,1678 EGLINTON AVE W,7,5,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1895000.0,11 EDGEWOOD GROVE GRVE,4,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,3679000.0,126 LEE AVE,6,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,669990.0,#801 -32 TROLLEY CRES,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,899000.0,615 ADELAIDE ST W,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1300000.0,296 SEATON ST,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,859000.0,#712 -15 QUEEN'S QUAY  E,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,669000.0,#1406 -386 YONGE ST E,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,639000.0,#811 -330 RICHMOND ST W,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1599900.0,78 IVY AVE,4,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,829900.0,#915 -2300 ST. CLAIR WEST AVE W,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1995000.0,195 WRIGHT AVE,5,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1075000.0,10 MARQUIS AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2499900.0,36 LOCKWOOD RD,5,5,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,499000.0,#817 -1700 EGLINTON AVE E,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2649999.0,210 BROOKE AVE,5,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1350000.0,#1306 -33 UNIVERSITY AVE,4,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,650000.0,#1306 -20 TUBMAN AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1249900.0,312 HARBORD ST,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,709000.0,#PH-03 -77 MUTUAL ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,889000.0,#607 -390 CHERRY ST,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,499000.0,##1201 -31 TIPPETT RD,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,619900.0,#1008 -33 SHORE BREEZE DR,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1349888.0,32 ALMA DR,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,799990.0,#408 -1400 KINGSTON RD,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,979000.0,167 KINGSTON RD,4,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,4499000.0,132 ALEXANDRA BLVD,6,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,635000.0,#411 -2 SONIC WAY,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,949888.0,#4316 -85 WOOD ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,765000.0,#1802 -75 QUEENS WHARF RD,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1499999.0,#204 -100 YORKVILLE AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1849000.0,48 ANNETTE ST,0,0,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,560000.0,#2410 -50 THOMAS RILEY RD,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,770000.0,#2003 -10 WILBY CRES,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1499999.0,46 WATERFORD DR,4,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,849900.0,#G203 -100 CANON JACKSON DR,2,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1649000.0,111 VICTOR AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1688000.0,563 BIRCHMOUNT RD,5,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1450000.0,26 WOODYCREST AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1200000.0,102 GRADWELL DR,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,949000.0,7 PHERRILL MEWS,4,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1099000.0,128 BARRINGTON AVE,8,5,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1980000.0,444 ROXTON RD,0,0,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1495000.0,#TH7 -240 BROADWAY AVE,2,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,698888.0,#5109 -14 YORK ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,5678000.0,#3402 -200 CUMBERLAND ST,2,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,438000.0,#1515 -36 LISGAR ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,559000.0,#N1105 -455 FRONT ST E,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2099800.0,341 GLENGARRY AVE,4,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,770000.0,#3106 -45 CHARLES ST E,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2695000.0,59 DUNCANNON DR,4,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2295000.0,22 METCALFE ST,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,870000.0,#1301 -85 EAST LIBERTY ST,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,966000.0,#406 -28 LINDEN ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1399999.0,7 MITCHELL AVE,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,699000.0,#901 -60 QUEEN ST E,0,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1499000.0,39 BETHNAL AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,549900.0,#1901 -2121 LAKESHORE BLVD W,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,499000.0,#809 -30 SAMUEL WOOD WAY,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1099900.0,#803 -57 MACAULAY AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,499999.0,#1201 -15 WINDERMERE AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,650000.0,#246 -60 PARROTTA DR,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1099000.0,11A MORTIMER AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,819000.0,#2 -88 MUNRO ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,899000.0,2100 GERRARD ST E,3,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1499900.0,42 HARRIS AVE,5,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,849000.0,15 MORTON RD,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,580000.0,#604 -55 REGENT PARK BLVD,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,825000.0,#2509 -185 ROEHAMPTON AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1299800.0,#1808 -15 MERCER ST,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,615000.0,#303 -11 CHARLOTTE ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,599000.0,#2009 -24 WELLESLEY ST W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1095000.0,#PH22 -500 RICHMOND ST W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,899000.0,#610 -300 FRONT ST W,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,8478000.0,#3403 -200 CUMBERLAND ST,4,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,585000.0,#315 -55 EAST LIBERTY ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2550000.0,#3802 -183 WELLINGTON ST W,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1495000.0,374 ELM RD,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1300000.0,#603 -225 DAVENPORT RD,2,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2095000.0,210 MACPHERSON AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,595500.0,#1019 -98 LILLIAN ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,819800.0,#3008 -37 GROSVENOR ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,755000.0,#1616 -230 QUEENS QUAY W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,918000.0,#403 -240 SCARLETT RD,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,749000.0,#1414 -103 THE QUEENSWAY AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2488888.0,#1102 -1135 ROYAL YORK RD,4,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1199000.0,74 SAMBA DR,5,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,448800.0,#115 -320 DIXON RD,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,788000.0,882 WESTON RD,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,697000.0,#504 -760 THE QUEENSWAY,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,709000.0,#B-102 -60 ANNIE CRAIG DR,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,899900.0,409 MCROBERTS AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1850000.0,1 ROWAN AVE,5,5,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1549000.0,79 KIMBERLEY AVE,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,569000.0,#414 -1630 QUEEN ST E,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1039000.0,45 DEVON RD,3,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1799000.0,38 WHITE PINE AVE,4,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,899000.0,4 BATTENBERG AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,599000.0,#3901 -21 ICEBOAT TERR,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,738000.0,#3601 -33 CHARLES ST E,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,619990.0,#108 -170 SUDBURY ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1150000.0,922 PALMERSTON AVE N,3,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,3495000.0,110 CARMICHAEL AVE,5,6,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2588168.0,734 RICHMOND ST W,4,5,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1699000.0,82 LANARK AVE,5,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1699000.0,80 LANARK AVE,5,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1250000.0,#PH05 -205 FREDERICK ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,799999.0,#1202 -100 HARBOUR ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2449000.0,107 ELM RIDGE DR,4,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,699000.0,#4508 -21 ICEBOAT TERR,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1139900.0,#203 -50 JOE SHUSTER WAY,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1199000.0,36 MONTANA AVE,6,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,719000.0,#416 -437 RONCESVALLES AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,515000.0,#2423 -165 LEGION RD N,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1499000.0,52 CANNON RD,3,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1599000.0,34 QUEENS DR,5,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,729000.0,#614 -2212 LAKE SHORE BLVD W,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1390000.0,278 BETA ST W,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,558900.0,#2110 -20 THOMAS RILEY RD W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,499000.0,#517 -9 MABELLE AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1799000.0,98 DIXON AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,579900.0,#46 -140 BROADVIEW AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1089000.0,87 ROSEHEATH AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,899000.0,156 HANSON ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,865000.0,36 LILY CUP AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,899900.0,222 FIRST AVE,4,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,599900.0,#1320 -320 RICHMOND ST E,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2495000.0,6 CHUDLEIGH AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,799900.0,#522 -954 KING ST W,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,799000.0,#1103 -80 WESTERN BATTERY RD,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,549000.0,#716 -170 BAYVIEW AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1549000.0,125 SEATON ST,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1190000.0,15 SWEENEY DR,4,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,749900.0,#1610 -25 THE ESPLANADE,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,625000.0,#2807 -21 HILLCREST AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2799000.0,#4205 -180 UNIVERSITY AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,809000.0,#1209 -1928 LAKESHORE BLVD W,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,779000.0,#1803 -5 KENNETH AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2750000.0,#507 -29 QUEENS QUAY E,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,799000.0,#2214 -24 WELLESLEY ST W,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,679000.0,#1112 -17 BATHURST ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,5899000.0,77 FOREST HILL RD,5,5,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
