city,Price,Address,Number_Beds,Number_Baths,Province,Population,Latitude,Longitude,Median_Family_Income,year,month
Toronto,645000.0,#303 -33 UNIVERSITY AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,809000.0,#1110 -15 BRUYERES MEWS,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1298800.0,#16 -70 FLAMING ROSE WAY,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,699900.0,50 CLOVELLY AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2999000.0,38 LEADALE AVE,5,6,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,959999.0,#1807 -35 BASTION ST,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,848000.0,#2506 -77 SHUTER ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,636000.0,#204 -15 MERCHANTS' WHARF,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,488000.0,#1108 -298 JARVIS ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,899000.0,#101 -90 SHERBOURNE ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,888000.0,117 LONBOROUGH Avenue,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1149999.0,35 FOURTH ST,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,3198000.0,21 THORNBURY CRES,4,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2749000.0,113 PRINCESS MARGARET BLVD,6,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1599000.0,566 MCROBERTS AVE,5,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,647500.0,#803 -101 SUBWAY CRES E,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,624500.0,#621 -50 GEORGE BUTCHART DR,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,499999.0,#207 -251 MANITOBA ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,819000.0,#79 -760 LAWRENCE AVE W,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1862400.0,15B THIRTY SECOND ST,4,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,999000.0,246 EPSOM DOWNS DR,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1299900.0,#10 -1455 O'CONNOR DR,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1399000.0,30 WILEY AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,980000.0,22 PASTRANO CRT,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1639000.0,67 HAMILTON ST,4,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,599000.0,#511 -18 STAFFORD ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,799000.0,#5305 -100 HARBOUR ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,4999000.0,#3306 -21 ICEBOAT TERR,4,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1999900.0,223 PALMERSTON AVE,3,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,829900.0,#1607 -170 AVENUE RD,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,724500.0,#901-W -27 BATHURST ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1710000.0,1533 MOUNT PLEASANT RD,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,749900.0,#2601 -224 KING ST W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1768000.0,#115 -43 HANNA AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,399990.0,#1211 -185 ROEHAMPTON AVE,0,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1249000.0,55 PLEASANT BLVD,2,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,668000.0,#1006 -59 EAST LIBERTY ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1149999.0,#1513 -30 SHORE BREEZE DR,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,588000.0,#1603 -1461 LAWRENCE AVE W,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2050000.0,159 SORAUREN AVE,4,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,560000.0,#501 -103 THE QUEENSWAY,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,599999.0,#1706 -80 MARINE PARADE DR N,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1599999.0,#209 -58 MARINE PARADE DR,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,475000.0,#402 -2464 WESTON RD,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1195000.0,37 FAIRLIN DR,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,665000.0,#415 -105 THE QUEENSWAY AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,639900.0,#433 -165 LEGION RD N,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,599900.0,56 PRESTON ST,3,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1499000.0,41 SAULTER ST,4,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1048000.0,152 EASTWOOD RD,3,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,449000.0,#817 -90 GLEN EVEREST RD,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,799000.0,29 HILLINGDON AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,519900.0,#1007 -35 SARANAC BLVD,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,749900.0,#409 -608 RICHMOND ST W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,645000.0,#412 -25 MAITLAND ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,675000.0,#213 -525 WILSON AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1475000.0,247 BELLWOODS AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,669900.0,#1704 -21 WIDMER ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,700000.0,#1102 -135 WYNFORD DR,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,930000.0,#1604 -1603 EGLINTON AVE W,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,579900.0,#509 -20 MINOWAN MIIKAN LANE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,600000.0,#407 -245 DAVISVILLE AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,679000.0,#410 -569 KING ST E,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,639900.0,#1284 -1 GREYSTONE WALK DR,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,564900.0,#702 -127 QUEEN ST E,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,489000.0,#707 -311 RICHMOND ST E,0,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,725000.0,#811 -319 JARVIS ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,549000.0,#2515 -25 TELEGRAM MEWS,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,499999.0,#606 -2191 YONGE ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,799900.0,#60 -5 WILLIAM JACKSON WAY,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1375000.0,974 CARLAW AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,866800.0,#PH 111 -138 DOWNES ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,829000.0,#523 -90 STADIUM RD,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,895000.0,#810 -435 RICHMOND ST W,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1099999.0,623 OSSINGTON AVE,4,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,888000.0,397 FRONT Street W Unit# 1611,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1499999.0,28 CONNORVALE AVE,5,5,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,724900.0,#3129 -5 MABELLE AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,774900.0,#24 -140 LONG BRANCH AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,649000.0,#820 -800 LAWRENCE AVE W,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,599888.0,#312 -25 MALCOLM RD,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,749900.0,#1504 -575 BLOOR ST E,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,619900.0,#512W -500 QUEENS QUAY W,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,739900.0,#328 -415 JARVIS ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1080000.0,#34 -11 NIAGARA ST,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,499000.0,#1815 -21 ICEBOAT TERR,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,728000.0,#4205 -85 QUEENS WHARF RD,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,888000.0,#H-207 -90 CANON JACKSON DR,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,620000.0,#519 -60 GEORGE BUTCHART DR,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,649999.0,#624 -60 GEORGE BUTCHART DR,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,625000.0,#11 -161 ISAAC DEVINS BLVD,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,689000.0,#112 -94 GLEN EVEREST RD,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,999000.0,75 NORTH EDGELY AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1745000.0,270 HASTINGS AVE,5,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,598000.0,#308 -300 COXWELL AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,999888.0,336 A AYLESWORTH AVE,5,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,569989.0,#506 -1 CARDIFF RD,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,499800.0,#810 -28 WELLESLEY ST E,0,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,799900.0,#A01 -426 QUEEN ST E,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,678000.0,#3510 -14 YORK ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,589000.0,#2107 -70 DISTILLERY LANE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2495000.0,39 GARDINER RD,0,0,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,788000.0,#204 -33 DELISLE AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,5150000.0,33 SUNCREST DR,5,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1995000.0,422 CLINTON ST,4,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,778000.0,#5401 -10 YORK ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1899000.0,178 GLADSTONE AVE,3,0,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1248000.0,91 TWENTY SIXTH ST,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,589900.0,#3216 -1926 LAKESHORE BLVD W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,629900.0,#1316 -103 THE QUEENSWAY,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,459900.0,#2215 -320 DIXON RD,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1349000.0,1178 GLENCAIRN AVE,5,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1899000.0,343B HOPEWELL AVE,4,5,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1799000.0,29 BERMUDA AVE,4,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,3098000.0,270 INDIAN GRVE,4,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1635000.0,16 SELLERS AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,898000.0,177 AILEEN AVE,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1278000.0,1055 BRIAR HILL AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,979000.0,#404 -495 LOGAN AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1099000.0,35 ASHLAND AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,3369000.0,626 LONSDALE RD,5,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1099000.0,#1712 -208 QUEENS QUAY W,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,725000.0,#709 -45 CHARLES ST E,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2995000.0,5 DUNVEGAN RD,3,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,899000.0,#3707 -300 FRONT ST W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,579000.0,#1605 -231 FORT YORK BLVD,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,597500.0,#320 -801 KING ST W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,619000.0,#4710 -21 ICEBOAT TERR,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,724900.0,#2203 -3 NAVY WHARF CRT,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1249000.0,#302 -90 SHERBOURNE ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,499999.0,#916 -628 FLEET ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,549000.0,#214 -40 GLEN RD,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,399900.0,#605 -195 REDPATH AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2699000.0,149 SHERWOOD AVE,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,699000.0,#17 -58 SHERWOOD AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,3595000.0,51 COLDSTREAM AVE,5,5,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,929000.0,#2111 -135 EAST LIBERTY ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,890000.0,9 WADSWORTH BLVD,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1458000.0,23 DUFFIELD RD,5,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,599000.0,#3908 -36 PARK LAWN RD,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,799000.0,#205 -588 ANNETTE ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,769999.0,#3302 -70 ANNIE CRAIG DR,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,835000.0,#805 -270 SCARLETT RD,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2349900.0,33 NORLONG BLVD,5,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1070000.0,#216 -1173 DUNDAS ST E,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1599000.0,238 LEE AVE,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,999000.0,1055 WOODBINE AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,899900.0,#536 -1091 KINGSTON RD,4,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,949900.0,#948 -155 DALHOUSIE ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,538000.0,#308 -3 NAVY WHARF CRT,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,649900.0,#511 -360 BLOOR ST E,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,825000.0,#4211 -25 TELEGRAM MEWS,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,619900.0,#1808 -2221 YONGE ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,410000.0,#1008 -725 DON MILLS RD,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,620000.0,#409 -155 YORKVILLE AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,609900.0,#907 -185 ROEHAMPTON AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,899000.0,#5008 -319 JARVIS ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1369000.0,#20 -232 ST. GEORGE ST,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,150000.0,81 Wellesley Street E,0,0,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,5825000.0,238 SOUTH KINGSWAY,15,8,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1850000.0,#826 -637 LAKE SHORE BLVD W,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,758000.0,#3218 -85 WOOD ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,699900.0,#635 -250 MANITOBA ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2688888.0,148 SPALDING RD,6,5,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,925000.0,#403 -100 QUEBEC AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,769000.0,#111 -27 BROCK AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,619000.0,#626 -15 JAMES FINLAY WAY,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1399000.0,112 WOODBINE AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,619999.0,#1109 -4 PARK VISTA,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1795000.0,#602 -1700 AVENUE RD,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,679900.0,#2907 -10 NAVY WHARF CRT,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,730000.0,#3708 -35 MARINER TERR,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,659999.0,#421 -12 DOURO ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,700000.0,#4010 -295 ADELAIDE ST W,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,828800.0,#2303 -39 ROEHAMPTON AVE,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,699000.0,#209 -218 QUEENS QUAY W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2699000.0,#1702 -609 AVENUE RD,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,628888.0,#S1104 -120 BAYVIEW AVE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,610000.0,#909 -39 BRANT ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,456999.0,308 MERTON Street,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1650000.0,#725 -2300 ST CLAIR AVE W,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1125990.0,#709 -2300 ST CLAIR AVE W,4,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1062990.0,#318 -530 INDIAN GRVE,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,719900.0,#311 -2300 ST. CLAIR AVE W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,598888.0,320 DIXON Road Unit# 1005,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,628888.0,#901 -21 LAWREN HARRIS SQ,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,818800.0,#1668 -209 FORT YORK BLVD,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,672000.0,#1603 -28 FREELAND ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1299999.0,22 HIBISCUS CRT,6,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,599900.0,#1804 -2285 LAKESHORE BLVD W,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,779000.0,#UPH05 -600 FLEET ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,549900.0,#1410 -7 CONCORDE PL,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,698000.0,#1707 -21 ICEBOAT TERR,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2095000.0,#4404 -311 BAY ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,699000.0,#502 -270 QUEENS QUAY W,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1150000.0,6 THATCHER AVE,4,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1168000.0,609 ADELAIDE ST W,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,739000.0,#1105 -435 RICHMOND ST W,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,759000.0,#1014 -158 FRONT ST E,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,415000.0,#1808 -1 KING ST W,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1090000.0,499A CONCORD AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1129900.0,#201 -630 KINGSTON RD,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,799000.0,#319 -456 COLLEGE ST,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,720000.0,#914 -55 EAST LIBERTY ST,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,859000.0,#1035 -109 FRONT ST E,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,799000.0,#2407 -210 SIMCOE ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2995000.0,71 ORIOLE PKWY,5,5,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1689000.0,#707 -20 BURKEBROOK PL,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,3198000.0,7 GOLFCREST RD,5,5,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1795000.0,#TH11 -50 BARTLETT AVE,3,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1099000.0,472 JANE ST,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,649000.0,#401 -25 FONTENAY CRT,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,456999.0,#109 -800 KENNEDY RD,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,579000.0,#906 -1190 DUNDAS ST E,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1675000.0,289 SPRINGDALE BLVD,4,4,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2200000.0,#4501 -311 BAY ST,2,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,559000.0,#909 -85 BLOOR ST E,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,489000.0,#813 -711 BAY ST,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1500000.0,7 JOSEPH SALSBERG LANE,5,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,655000.0,#503 -138 PRINCESS ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,659900.0,#305 -30 GRAND TRUNK CRES,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,828000.0,#1211 -99 HARBOUR SQ,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,899000.0,#317 -608 RICHMOND ST W,2,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1752400.0,#301 -3 SOUTHVALE DR,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1398000.0,#801 -10 BELLAIR ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1425000.0,326 VAUGHAN RD,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1099000.0,#201 -25 SCRIVENER SQ,1,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1299000.0,1442 BAYVIEW AVE,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,708800.0,#2111 -8 YORK ST,2,1,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,1995000.0,#PH614 -380 MACPHERSON AVE,4,3,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,999999.0,#4304 -39 ROEHAMPTON AVE,3,2,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,3795000.0,251 LYTTON BLVD,5,5,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
Toronto,2899000.0,226 WALMER RD,4,5,Ontario,5647656,43.7417,-79.3733,97000.0,2023,10
