city,Type of unit,year,month,VALUE
Calgary,One bedroom units,2023,11,1464.0
Calgary,One bedroom units,2023,11,1469.0
Calgary,One bedroom units,2023,12,1463.0
Calgary,One bedroom units,2023,12,1142.0
Calgary,One bedroom units,2023,12,1464.0
Calgary,One bedroom units,2023,12,1469.0
Calgary,One bedroom units,2024,1,1584.0
Calgary,One bedroom units,2024,1,1415.0
Calgary,One bedroom units,2024,1,1585.0
Calgary,One bedroom units,2024,1,1590.0
Calgary,One bedroom units,2024,2,1584.0
Calgary,One bedroom units,2024,2,1415.0
Calgary,One bedroom units,2024,2,1585.0
Calgary,One bedroom units,2024,2,1590.0
Calgary,One bedroom units,2024,3,1584.0
Calgary,One bedroom units,2024,3,1415.0
Calgary,One bedroom units,2024,3,1585.0
Calgary,One bedroom units,2024,3,1590.0
Calgary,One bedroom units,2024,4,1584.0
Calgary,One bedroom units,2024,4,1415.0
Calgary,One bedroom units,2024,4,1585.0
Calgary,One bedroom units,2024,4,1590.0
Calgary,One bedroom units,2024,5,1584.0
Calgary,One bedroom units,2024,5,1415.0
Calgary,One bedroom units,2024,5,1585.0
Calgary,One bedroom units,2024,5,1590.0
Calgary,One bedroom units,2024,6,1584.0
Calgary,One bedroom units,2024,6,1415.0
Calgary,One bedroom units,2024,6,1585.0
Calgary,One bedroom units,2024,6,1590.0
Calgary,One bedroom units,2024,7,1584.0
Calgary,One bedroom units,2024,7,1415.0
Calgary,One bedroom units,2024,7,1585.0
Calgary,One bedroom units,2024,7,1590.0
Calgary,One bedroom units,2024,8,1584.0
Calgary,One bedroom units,2024,8,1415.0
Calgary,One bedroom units,2024,8,1585.0
Calgary,One bedroom units,2024,8,1590.0
Calgary,One bedroom units,2024,9,1584.0
Calgary,One bedroom units,2024,9,1415.0
Calgary,One bedroom units,2024,9,1585.0
Calgary,One bedroom units,2024,9,1590.0
Calgary,One bedroom units,2024,10,1584.0
Calgary,One bedroom units,2024,10,1415.0
Calgary,One bedroom units,2024,10,1585.0
Calgary,One bedroom units,2024,10,1590.0
Calgary,One bedroom units,2024,11,1584.0
Calgary,One bedroom units,2024,11,1415.0
Calgary,One bedroom units,2024,11,1585.0
Calgary,One bedroom units,2024,11,1590.0
Calgary,One bedroom units,2024,12,1584.0
Calgary,One bedroom units,2024,12,1415.0
Calgary,One bedroom units,2024,12,1585.0
Calgary,One bedroom units,2024,12,1590.0
Calgary,Two bedroom units,2018,1,1262.0
Calgary,Two bedroom units,2018,1,1168.0
Calgary,Two bedroom units,2018,1,1272.0
Calgary,Two bedroom units,2018,1,1293.0
Calgary,Two bedroom units,2018,2,1262.0
Calgary,Two bedroom units,2018,2,1168.0
Calgary,Two bedroom units,2018,2,1272.0
Calgary,Two bedroom units,2018,2,1293.0
Calgary,Two bedroom units,2018,3,1262.0
Calgary,Two bedroom units,2018,3,1168.0
Calgary,Two bedroom units,2018,3,1272.0
Calgary,Two bedroom units,2018,3,1293.0
Calgary,Two bedroom units,2018,4,1262.0
Calgary,Two bedroom units,2018,4,1168.0
Calgary,Two bedroom units,2018,4,1272.0
Calgary,Two bedroom units,2018,4,1293.0
Calgary,Two bedroom units,2018,5,1262.0
Calgary,Two bedroom units,2018,5,1168.0
Calgary,Two bedroom units,2018,5,1272.0
Calgary,Two bedroom units,2018,5,1293.0
Calgary,Two bedroom units,2018,6,1262.0
Calgary,Two bedroom units,2018,6,1168.0
Calgary,Two bedroom units,2018,6,1272.0
Calgary,Two bedroom units,2018,6,1293.0
Calgary,Two bedroom units,2018,7,1262.0
Calgary,Two bedroom units,2018,7,1168.0
Calgary,Two bedroom units,2018,7,1272.0
Calgary,Two bedroom units,2018,7,1293.0
Calgary,Two bedroom units,2018,8,1262.0
Calgary,Two bedroom units,2018,8,1168.0
Calgary,Two bedroom units,2018,8,1272.0
Calgary,Two bedroom units,2018,8,1293.0
Calgary,Two bedroom units,2018,9,1262.0
Calgary,Two bedroom units,2018,9,1168.0
Calgary,Two bedroom units,2018,9,1272.0
Calgary,Two bedroom units,2018,9,1293.0
Calgary,Two bedroom units,2018,10,1262.0
Calgary,Two bedroom units,2018,10,1168.0
Calgary,Two bedroom units,2018,10,1272.0
Calgary,Two bedroom units,2018,10,1293.0
Calgary,Two bedroom units,2018,11,1262.0
Calgary,Two bedroom units,2018,11,1168.0
Calgary,Two bedroom units,2018,11,1272.0
Calgary,Two bedroom units,2018,11,1293.0
Calgary,Two bedroom units,2018,12,1262.0
Calgary,Two bedroom units,2018,12,1168.0
Calgary,Two bedroom units,2018,12,1272.0
Calgary,Two bedroom units,2018,12,1293.0
Calgary,Two bedroom units,2019,1,1295.0
Calgary,Two bedroom units,2019,1,1202.0
Calgary,Two bedroom units,2019,1,1305.0
Calgary,Two bedroom units,2019,1,1327.0
Calgary,Two bedroom units,2019,2,1295.0
Calgary,Two bedroom units,2019,2,1202.0
Calgary,Two bedroom units,2019,2,1305.0
Calgary,Two bedroom units,2019,2,1327.0
Calgary,Two bedroom units,2019,3,1295.0
Calgary,Two bedroom units,2019,3,1202.0
Calgary,Two bedroom units,2019,3,1305.0
Calgary,Two bedroom units,2019,3,1327.0
Calgary,Two bedroom units,2019,4,1295.0
Calgary,Two bedroom units,2019,4,1202.0
Calgary,Two bedroom units,2019,4,1305.0
Calgary,Two bedroom units,2019,4,1327.0
Calgary,Two bedroom units,2019,5,1295.0
Calgary,Two bedroom units,2019,5,1202.0
Calgary,Two bedroom units,2019,5,1305.0
Calgary,Two bedroom units,2019,5,1327.0
Calgary,Two bedroom units,2019,6,1295.0
Calgary,Two bedroom units,2019,6,1202.0
Calgary,Two bedroom units,2019,6,1305.0
Calgary,Two bedroom units,2019,6,1327.0
Calgary,Two bedroom units,2019,7,1295.0
Calgary,Two bedroom units,2019,7,1202.0
Calgary,Two bedroom units,2019,7,1305.0
Calgary,Two bedroom units,2019,7,1327.0
Calgary,Two bedroom units,2019,8,1295.0
Calgary,Two bedroom units,2019,8,1202.0
Calgary,Two bedroom units,2019,8,1305.0
Calgary,Two bedroom units,2019,8,1327.0
Calgary,Two bedroom units,2019,9,1295.0
Calgary,Two bedroom units,2019,9,1202.0
Calgary,Two bedroom units,2019,9,1305.0
Calgary,Two bedroom units,2019,9,1327.0
Calgary,Two bedroom units,2019,10,1295.0
Calgary,Two bedroom units,2019,10,1202.0
Calgary,Two bedroom units,2019,10,1305.0
Calgary,Two bedroom units,2019,10,1327.0
Calgary,Two bedroom units,2019,11,1295.0
Calgary,Two bedroom units,2019,11,1202.0
Calgary,Two bedroom units,2019,11,1305.0
Calgary,Two bedroom units,2019,11,1327.0
Calgary,Two bedroom units,2019,12,1295.0
Calgary,Two bedroom units,2019,12,1202.0
Calgary,Two bedroom units,2019,12,1305.0
Calgary,Two bedroom units,2019,12,1327.0
Calgary,Two bedroom units,2020,1,1320.0
Calgary,Two bedroom units,2020,1,1287.0
Calgary,Two bedroom units,2020,1,1323.0
Calgary,Two bedroom units,2020,1,1344.0
Calgary,Two bedroom units,2020,2,1320.0
Calgary,Two bedroom units,2020,2,1287.0
Calgary,Two bedroom units,2020,2,1323.0
Calgary,Two bedroom units,2020,2,1344.0
Calgary,Two bedroom units,2020,3,1320.0
Calgary,Two bedroom units,2020,3,1287.0
Calgary,Two bedroom units,2020,3,1323.0
Calgary,Two bedroom units,2020,3,1344.0
Calgary,Two bedroom units,2020,4,1320.0
Calgary,Two bedroom units,2020,4,1287.0
Calgary,Two bedroom units,2020,4,1323.0
Calgary,Two bedroom units,2020,4,1344.0
Calgary,Two bedroom units,2020,5,1320.0
Calgary,Two bedroom units,2020,5,1287.0
Calgary,Two bedroom units,2020,5,1323.0
Calgary,Two bedroom units,2020,5,1344.0
Calgary,Two bedroom units,2020,6,1320.0
Calgary,Two bedroom units,2020,6,1287.0
Calgary,Two bedroom units,2020,6,1323.0
Calgary,Two bedroom units,2020,6,1344.0
Calgary,Two bedroom units,2020,7,1320.0
Calgary,Two bedroom units,2020,7,1287.0
Calgary,Two bedroom units,2020,7,1323.0
Calgary,Two bedroom units,2020,7,1344.0
Calgary,Two bedroom units,2020,8,1320.0
Calgary,Two bedroom units,2020,8,1287.0
Calgary,Two bedroom units,2020,8,1323.0
Calgary,Two bedroom units,2020,8,1344.0
Calgary,Two bedroom units,2020,9,1320.0
Calgary,Two bedroom units,2020,9,1287.0
Calgary,Two bedroom units,2020,9,1323.0
Calgary,Two bedroom units,2020,9,1344.0
Calgary,Two bedroom units,2020,10,1320.0
Calgary,Two bedroom units,2020,10,1287.0
Calgary,Two bedroom units,2020,10,1323.0
Calgary,Two bedroom units,2020,10,1344.0
Calgary,Two bedroom units,2020,11,1320.0
Calgary,Two bedroom units,2020,11,1287.0
Calgary,Two bedroom units,2020,11,1323.0
Calgary,Two bedroom units,2020,11,1344.0
Calgary,Two bedroom units,2020,12,1320.0
Calgary,Two bedroom units,2020,12,1287.0
Calgary,Two bedroom units,2020,12,1323.0
Calgary,Two bedroom units,2020,12,1344.0
Calgary,Two bedroom units,2021,1,1350.0
Calgary,Two bedroom units,2021,1,1307.0
Calgary,Two bedroom units,2021,1,1355.0
Calgary,Two bedroom units,2021,1,1377.0
Calgary,Two bedroom units,2021,2,1350.0
Calgary,Two bedroom units,2021,2,1307.0
Calgary,Two bedroom units,2021,2,1355.0
Calgary,Two bedroom units,2021,2,1377.0
Calgary,Two bedroom units,2021,3,1350.0
Calgary,Two bedroom units,2021,3,1307.0
Calgary,Two bedroom units,2021,3,1355.0
Calgary,Two bedroom units,2021,3,1377.0
Calgary,Two bedroom units,2021,4,1350.0
Calgary,Two bedroom units,2021,4,1307.0
Calgary,Two bedroom units,2021,4,1355.0
Calgary,Two bedroom units,2021,4,1377.0
Calgary,Two bedroom units,2021,5,1350.0
Calgary,Two bedroom units,2021,5,1307.0
Calgary,Two bedroom units,2021,5,1355.0
Calgary,Two bedroom units,2021,5,1377.0
Calgary,Two bedroom units,2021,6,1350.0
Calgary,Two bedroom units,2021,6,1307.0
Calgary,Two bedroom units,2021,6,1355.0
Calgary,Two bedroom units,2021,6,1377.0
Calgary,Two bedroom units,2021,7,1350.0
Calgary,Two bedroom units,2021,7,1307.0
Calgary,Two bedroom units,2021,7,1355.0
Calgary,Two bedroom units,2021,7,1377.0
Calgary,Two bedroom units,2021,8,1350.0
Calgary,Two bedroom units,2021,8,1307.0
Calgary,Two bedroom units,2021,8,1355.0
Calgary,Two bedroom units,2021,8,1377.0
Calgary,Two bedroom units,2021,9,1350.0
Calgary,Two bedroom units,2021,9,1307.0
Calgary,Two bedroom units,2021,9,1355.0
Calgary,Two bedroom units,2021,9,1377.0
Calgary,Two bedroom units,2021,10,1350.0
Calgary,Two bedroom units,2021,10,1307.0
Calgary,Two bedroom units,2021,10,1355.0
Calgary,Two bedroom units,2021,10,1377.0
Calgary,Two bedroom units,2021,11,1350.0
Calgary,Two bedroom units,2021,11,1307.0
Calgary,Two bedroom units,2021,11,1355.0
Calgary,Two bedroom units,2021,11,1377.0
Calgary,Two bedroom units,2021,12,1350.0
Calgary,Two bedroom units,2021,12,1307.0
Calgary,Two bedroom units,2021,12,1355.0
Calgary,Two bedroom units,2021,12,1377.0
Calgary,Two bedroom units,2022,1,1463.0
Calgary,Two bedroom units,2022,1,1429.0
Calgary,Two bedroom units,2022,1,1466.0
Calgary,Two bedroom units,2022,1,1489.0
Calgary,Two bedroom units,2022,2,1463.0
Calgary,Two bedroom units,2022,2,1429.0
Calgary,Two bedroom units,2022,2,1466.0
Calgary,Two bedroom units,2022,2,1489.0
Calgary,Two bedroom units,2022,3,1463.0
Calgary,Two bedroom units,2022,3,1429.0
Calgary,Two bedroom units,2022,3,1466.0
Calgary,Two bedroom units,2022,3,1489.0
Calgary,Two bedroom units,2022,4,1463.0
Calgary,Two bedroom units,2022,4,1429.0
Calgary,Two bedroom units,2022,4,1466.0
Calgary,Two bedroom units,2022,4,1489.0
Calgary,Two bedroom units,2022,5,1463.0
Calgary,Two bedroom units,2022,5,1429.0
Calgary,Two bedroom units,2022,5,1466.0
Calgary,Two bedroom units,2022,5,1489.0
Calgary,Two bedroom units,2022,6,1463.0
Calgary,Two bedroom units,2022,6,1429.0
Calgary,Two bedroom units,2022,6,1466.0
Calgary,Two bedroom units,2022,6,1489.0
Calgary,Two bedroom units,2022,7,1463.0
Calgary,Two bedroom units,2022,7,1429.0
Calgary,Two bedroom units,2022,7,1466.0
Calgary,Two bedroom units,2022,7,1489.0
Calgary,Two bedroom units,2022,8,1463.0
Calgary,Two bedroom units,2022,8,1429.0
Calgary,Two bedroom units,2022,8,1466.0
Calgary,Two bedroom units,2022,8,1489.0
Calgary,Two bedroom units,2022,9,1463.0
Calgary,Two bedroom units,2022,9,1429.0
Calgary,Two bedroom units,2022,9,1466.0
Calgary,Two bedroom units,2022,9,1489.0
Calgary,Two bedroom units,2022,10,1463.0
Calgary,Two bedroom units,2022,10,1429.0
Calgary,Two bedroom units,2022,10,1466.0
Calgary,Two bedroom units,2022,10,1489.0
Calgary,Two bedroom units,2022,11,1463.0
Calgary,Two bedroom units,2022,11,1429.0
Calgary,Two bedroom units,2022,11,1466.0
Calgary,Two bedroom units,2022,11,1489.0
Calgary,Two bedroom units,2022,12,1463.0
Calgary,Two bedroom units,2022,12,1429.0
Calgary,Two bedroom units,2022,12,1466.0
Calgary,Two bedroom units,2022,12,1489.0
Calgary,Two bedroom units,2023,1,1691.0
Calgary,Two bedroom units,2023,1,1647.0
Calgary,Two bedroom units,2023,1,1695.0
Calgary,Two bedroom units,2023,1,1722.0
Calgary,Two bedroom units,2023,2,1691.0
Calgary,Two bedroom units,2023,2,1647.0
Calgary,Two bedroom units,2023,2,1695.0
Calgary,Two bedroom units,2023,2,1722.0
Calgary,Two bedroom units,2023,3,1691.0
Calgary,Two bedroom units,2023,3,1647.0
Calgary,Two bedroom units,2023,3,1695.0
Calgary,Two bedroom units,2023,3,1722.0
Calgary,Two bedroom units,2023,4,1691.0
Calgary,Two bedroom units,2023,4,1647.0
Calgary,Two bedroom units,2023,4,1695.0
Calgary,Two bedroom units,2023,4,1722.0
Calgary,Two bedroom units,2023,5,1691.0
Calgary,Two bedroom units,2023,5,1647.0
Calgary,Two bedroom units,2023,5,1695.0
Calgary,Two bedroom units,2023,5,1722.0
Calgary,Two bedroom units,2023,6,1691.0
Calgary,Two bedroom units,2023,6,1647.0
Calgary,Two bedroom units,2023,6,1695.0
Calgary,Two bedroom units,2023,6,1722.0
Calgary,Two bedroom units,2023,7,1691.0
Calgary,Two bedroom units,2023,7,1647.0
Calgary,Two bedroom units,2023,7,1695.0
Calgary,Two bedroom units,2023,7,1722.0
Calgary,Two bedroom units,2023,8,1691.0
Calgary,Two bedroom units,2023,8,1647.0
Calgary,Two bedroom units,2023,8,1695.0
Calgary,Two bedroom units,2023,8,1722.0
Calgary,Two bedroom units,2023,9,1691.0
Calgary,Two bedroom units,2023,9,1647.0
Calgary,Two bedroom units,2023,9,1695.0
Calgary,Two bedroom units,2023,9,1722.0
Calgary,Two bedroom units,2023,10,1691.0
Calgary,Two bedroom units,2023,10,1647.0
Calgary,Two bedroom units,2023,10,1695.0
Calgary,Two bedroom units,2023,10,1722.0
Calgary,Two bedroom units,2023,11,1691.0
Calgary,Two bedroom units,2023,11,1647.0
Calgary,Two bedroom units,2023,11,1695.0
Calgary,Two bedroom units,2023,11,1722.0
Calgary,Two bedroom units,2023,12,1691.0
Calgary,Two bedroom units,2023,12,1647.0
Calgary,Two bedroom units,2023,12,1695.0
Calgary,Two bedroom units,2023,12,1722.0
Calgary,Two bedroom units,2024,1,1876.0
Calgary,Two bedroom units,2024,1,1812.0
Calgary,Two bedroom units,2024,1,1882.0
Calgary,Two bedroom units,2024,1,1909.0
Calgary,Two bedroom units,2024,2,1876.0
Calgary,Two bedroom units,2024,2,1812.0
Calgary,Two bedroom units,2024,2,1882.0
Calgary,Two bedroom units,2024,2,1909.0
Calgary,Two bedroom units,2024,3,1876.0
Calgary,Two bedroom units,2024,3,1812.0
Calgary,Two bedroom units,2024,3,1882.0
Calgary,Two bedroom units,2024,3,1909.0
Calgary,Two bedroom units,2024,4,1876.0
Calgary,Two bedroom units,2024,4,1812.0
Calgary,Two bedroom units,2024,4,1882.0
Calgary,Two bedroom units,2024,4,1909.0
Calgary,Two bedroom units,2024,5,1876.0
Calgary,Two bedroom units,2024,5,1812.0
Calgary,Two bedroom units,2024,5,1882.0
Calgary,Two bedroom units,2024,5,1909.0
Calgary,Two bedroom units,2024,6,1876.0
Calgary,Two bedroom units,2024,6,1812.0
Calgary,Two bedroom units,2024,6,1882.0
Calgary,Two bedroom units,2024,6,1909.0
Calgary,Two bedroom units,2024,7,1876.0
Calgary,Two bedroom units,2024,7,1812.0
Calgary,Two bedroom units,2024,7,1882.0
Calgary,Two bedroom units,2024,7,1909.0
Calgary,Two bedroom units,2024,8,1876.0
Calgary,Two bedroom units,2024,8,1812.0
Calgary,Two bedroom units,2024,8,1882.0
Calgary,Two bedroom units,2024,8,1909.0
Calgary,Two bedroom units,2024,9,1876.0
Calgary,Two bedroom units,2024,9,1812.0
Calgary,Two bedroom units,2024,9,1882.0
Calgary,Two bedroom units,2024,9,1909.0
Calgary,Two bedroom units,2024,10,1876.0
Calgary,Two bedroom units,2024,10,1812.0
Calgary,Two bedroom units,2024,10,1882.0
Calgary,Two bedroom units,2024,10,1909.0
Calgary,Two bedroom units,2024,11,1876.0
Calgary,Two bedroom units,2024,11,1812.0
Calgary,Two bedroom units,2024,11,1882.0
Calgary,Two bedroom units,2024,11,1909.0
Calgary,Two bedroom units,2024,12,1876.0
Calgary,Two bedroom units,2024,12,1812.0
Calgary,Two bedroom units,2024,12,1882.0
Calgary,Two bedroom units,2024,12,1909.0
Calgary,Three bedroom units,2018,1,1317.0
Calgary,Three bedroom units,2018,1,1380.0
Calgary,Three bedroom units,2018,1,1244.0
Calgary,Three bedroom units,2018,1,1433.0
Calgary,Three bedroom units,2018,2,1317.0
Calgary,Three bedroom units,2018,2,1380.0
Calgary,Three bedroom units,2018,2,1244.0
Calgary,Three bedroom units,2018,2,1433.0
Calgary,Three bedroom units,2018,3,1317.0
Calgary,Three bedroom units,2018,3,1380.0
Calgary,Three bedroom units,2018,3,1244.0
Calgary,Three bedroom units,2018,3,1433.0
Calgary,Three bedroom units,2018,4,1317.0
Calgary,Three bedroom units,2018,4,1380.0
Calgary,Three bedroom units,2018,4,1244.0
Calgary,Three bedroom units,2018,4,1433.0
Calgary,Three bedroom units,2018,5,1317.0
Calgary,Three bedroom units,2018,5,1380.0
Calgary,Three bedroom units,2018,5,1244.0
Calgary,Three bedroom units,2018,5,1433.0
Calgary,Three bedroom units,2018,6,1317.0
Calgary,Three bedroom units,2018,6,1380.0
Calgary,Three bedroom units,2018,6,1244.0
Calgary,Three bedroom units,2018,6,1433.0
Calgary,Three bedroom units,2018,7,1317.0
Calgary,Three bedroom units,2018,7,1380.0
Calgary,Three bedroom units,2018,7,1244.0
Calgary,Three bedroom units,2018,7,1433.0
Calgary,Three bedroom units,2018,8,1317.0
Calgary,Three bedroom units,2018,8,1380.0
Calgary,Three bedroom units,2018,8,1244.0
Calgary,Three bedroom units,2018,8,1433.0
Calgary,Three bedroom units,2018,9,1317.0
Calgary,Three bedroom units,2018,9,1380.0
Calgary,Three bedroom units,2018,9,1244.0
Calgary,Three bedroom units,2018,9,1433.0
Calgary,Three bedroom units,2018,10,1317.0
Calgary,Three bedroom units,2018,10,1380.0
Calgary,Three bedroom units,2018,10,1244.0
Calgary,Three bedroom units,2018,10,1433.0
Calgary,Three bedroom units,2018,11,1317.0
Calgary,Three bedroom units,2018,11,1380.0
Calgary,Three bedroom units,2018,11,1244.0
Calgary,Three bedroom units,2018,11,1433.0
Calgary,Three bedroom units,2018,12,1317.0
Calgary,Three bedroom units,2018,12,1380.0
Calgary,Three bedroom units,2018,12,1244.0
Calgary,Three bedroom units,2018,12,1433.0
Calgary,Three bedroom units,2019,1,1343.0
Calgary,Three bedroom units,2019,1,1422.0
Calgary,Three bedroom units,2019,1,1255.0
Calgary,Three bedroom units,2019,1,1479.0
Calgary,Three bedroom units,2019,2,1343.0
Calgary,Three bedroom units,2019,2,1422.0
Calgary,Three bedroom units,2019,2,1255.0
Calgary,Three bedroom units,2019,2,1479.0
Calgary,Three bedroom units,2019,3,1343.0
Calgary,Three bedroom units,2019,3,1422.0
Calgary,Three bedroom units,2019,3,1255.0
Calgary,Three bedroom units,2019,3,1479.0
Calgary,Three bedroom units,2019,4,1343.0
Calgary,Three bedroom units,2019,4,1422.0
Calgary,Three bedroom units,2019,4,1255.0
Calgary,Three bedroom units,2019,4,1479.0
Calgary,Three bedroom units,2019,5,1343.0
Calgary,Three bedroom units,2019,5,1422.0
Calgary,Three bedroom units,2019,5,1255.0
Calgary,Three bedroom units,2019,5,1479.0
Calgary,Three bedroom units,2019,6,1343.0
Calgary,Three bedroom units,2019,6,1422.0
Calgary,Three bedroom units,2019,6,1255.0
Calgary,Three bedroom units,2019,6,1479.0
Calgary,Three bedroom units,2019,7,1343.0
Calgary,Three bedroom units,2019,7,1422.0
Calgary,Three bedroom units,2019,7,1255.0
Calgary,Three bedroom units,2019,7,1479.0
Calgary,Three bedroom units,2019,8,1343.0
Calgary,Three bedroom units,2019,8,1422.0
Calgary,Three bedroom units,2019,8,1255.0
Calgary,Three bedroom units,2019,8,1479.0
Calgary,Three bedroom units,2019,9,1343.0
Calgary,Three bedroom units,2019,9,1422.0
Calgary,Three bedroom units,2019,9,1255.0
Calgary,Three bedroom units,2019,9,1479.0
Calgary,Three bedroom units,2019,10,1343.0
Calgary,Three bedroom units,2019,10,1422.0
Calgary,Three bedroom units,2019,10,1255.0
Calgary,Three bedroom units,2019,10,1479.0
Calgary,Three bedroom units,2019,11,1343.0
Calgary,Three bedroom units,2019,11,1422.0
Calgary,Three bedroom units,2019,11,1255.0
Calgary,Three bedroom units,2019,11,1479.0
Calgary,Three bedroom units,2019,12,1343.0
Calgary,Three bedroom units,2019,12,1422.0
Calgary,Three bedroom units,2019,12,1255.0
Calgary,Three bedroom units,2019,12,1479.0
Calgary,Three bedroom units,2020,1,1392.0
Calgary,Three bedroom units,2020,1,1470.0
Calgary,Three bedroom units,2020,1,1296.0
Calgary,Three bedroom units,2020,1,1539.0
Calgary,Three bedroom units,2020,2,1392.0
Calgary,Three bedroom units,2020,2,1470.0
Calgary,Three bedroom units,2020,2,1296.0
Calgary,Three bedroom units,2020,2,1539.0
Calgary,Three bedroom units,2020,3,1392.0
Calgary,Three bedroom units,2020,3,1470.0
Calgary,Three bedroom units,2020,3,1296.0
Calgary,Three bedroom units,2020,3,1539.0
Calgary,Three bedroom units,2020,4,1392.0
Calgary,Three bedroom units,2020,4,1470.0
Calgary,Three bedroom units,2020,4,1296.0
Calgary,Three bedroom units,2020,4,1539.0
Calgary,Three bedroom units,2020,5,1392.0
Calgary,Three bedroom units,2020,5,1470.0
Calgary,Three bedroom units,2020,5,1296.0
Calgary,Three bedroom units,2020,5,1539.0
Calgary,Three bedroom units,2020,6,1392.0
Calgary,Three bedroom units,2020,6,1470.0
Calgary,Three bedroom units,2020,6,1296.0
Calgary,Three bedroom units,2020,6,1539.0
Calgary,Three bedroom units,2020,7,1392.0
Calgary,Three bedroom units,2020,7,1470.0
Calgary,Three bedroom units,2020,7,1296.0
Calgary,Three bedroom units,2020,7,1539.0
Calgary,Three bedroom units,2020,8,1392.0
Calgary,Three bedroom units,2020,8,1470.0
Calgary,Three bedroom units,2020,8,1296.0
Calgary,Three bedroom units,2020,8,1539.0
Calgary,Three bedroom units,2020,9,1392.0
Calgary,Three bedroom units,2020,9,1470.0
Calgary,Three bedroom units,2020,9,1296.0
Calgary,Three bedroom units,2020,9,1539.0
Calgary,Three bedroom units,2020,10,1392.0
Calgary,Three bedroom units,2020,10,1470.0
Calgary,Three bedroom units,2020,10,1296.0
Calgary,Three bedroom units,2020,10,1539.0
Calgary,Three bedroom units,2020,11,1392.0
Calgary,Three bedroom units,2020,11,1470.0
Calgary,Three bedroom units,2020,11,1296.0
Calgary,Three bedroom units,2020,11,1539.0
Calgary,Three bedroom units,2020,12,1392.0
Calgary,Three bedroom units,2020,12,1470.0
Calgary,Three bedroom units,2020,12,1296.0
Calgary,Three bedroom units,2020,12,1539.0
Calgary,Three bedroom units,2021,1,1431.0
Calgary,Three bedroom units,2021,1,1507.0
Calgary,Three bedroom units,2021,1,1347.0
Calgary,Three bedroom units,2021,1,1584.0
Calgary,Three bedroom units,2021,2,1431.0
Calgary,Three bedroom units,2021,2,1507.0
Calgary,Three bedroom units,2021,2,1347.0
Calgary,Three bedroom units,2021,2,1584.0
Calgary,Three bedroom units,2021,3,1431.0
Calgary,Three bedroom units,2021,3,1507.0
Calgary,Three bedroom units,2021,3,1347.0
Calgary,Three bedroom units,2021,3,1584.0
Calgary,Three bedroom units,2021,4,1431.0
Calgary,Three bedroom units,2021,4,1507.0
Calgary,Three bedroom units,2021,4,1347.0
Calgary,Three bedroom units,2021,4,1584.0
Calgary,Three bedroom units,2021,5,1431.0
Calgary,Three bedroom units,2021,5,1507.0
Calgary,Three bedroom units,2021,5,1347.0
Calgary,Three bedroom units,2021,5,1584.0
Calgary,Three bedroom units,2021,6,1431.0
Calgary,Three bedroom units,2021,6,1507.0
Calgary,Three bedroom units,2021,6,1347.0
Calgary,Three bedroom units,2021,6,1584.0
Calgary,Three bedroom units,2021,7,1431.0
Calgary,Three bedroom units,2021,7,1507.0
Calgary,Three bedroom units,2021,7,1347.0
Calgary,Three bedroom units,2021,7,1584.0
Calgary,Three bedroom units,2021,8,1431.0
Calgary,Three bedroom units,2021,8,1507.0
Calgary,Three bedroom units,2021,8,1347.0
Calgary,Three bedroom units,2021,8,1584.0
Calgary,Three bedroom units,2021,9,1431.0
Calgary,Three bedroom units,2021,9,1507.0
Calgary,Three bedroom units,2021,9,1347.0
Calgary,Three bedroom units,2021,9,1584.0
Calgary,Three bedroom units,2021,10,1431.0
Calgary,Three bedroom units,2021,10,1507.0
Calgary,Three bedroom units,2021,10,1347.0
Calgary,Three bedroom units,2021,10,1584.0
Calgary,Three bedroom units,2021,11,1431.0
Calgary,Three bedroom units,2021,11,1507.0
Calgary,Three bedroom units,2021,11,1347.0
Calgary,Three bedroom units,2021,11,1584.0
Calgary,Three bedroom units,2021,12,1431.0
Calgary,Three bedroom units,2021,12,1507.0
Calgary,Three bedroom units,2021,12,1347.0
Calgary,Three bedroom units,2021,12,1584.0
Calgary,Three bedroom units,2022,1,1579.0
Calgary,Three bedroom units,2022,1,1649.0
Calgary,Three bedroom units,2022,1,1504.0
Calgary,Three bedroom units,2022,1,1729.0
Calgary,Three bedroom units,2022,2,1579.0
Calgary,Three bedroom units,2022,2,1649.0
Calgary,Three bedroom units,2022,2,1504.0
Calgary,Three bedroom units,2022,2,1729.0
Calgary,Three bedroom units,2022,3,1579.0
Calgary,Three bedroom units,2022,3,1649.0
Calgary,Three bedroom units,2022,3,1504.0
Calgary,Three bedroom units,2022,3,1729.0
Calgary,Three bedroom units,2022,4,1579.0
Calgary,Three bedroom units,2022,4,1649.0
Calgary,Three bedroom units,2022,4,1504.0
Calgary,Three bedroom units,2022,4,1729.0
Calgary,Three bedroom units,2022,5,1579.0
Calgary,Three bedroom units,2022,5,1649.0
Calgary,Three bedroom units,2022,5,1504.0
Calgary,Three bedroom units,2022,5,1729.0
Calgary,Three bedroom units,2022,6,1579.0
Calgary,Three bedroom units,2022,6,1649.0
Calgary,Three bedroom units,2022,6,1504.0
Calgary,Three bedroom units,2022,6,1729.0
Calgary,Three bedroom units,2022,7,1579.0
Calgary,Three bedroom units,2022,7,1649.0
Calgary,Three bedroom units,2022,7,1504.0
Calgary,Three bedroom units,2022,7,1729.0
