city,Type of unit,year,month,VALUE
Toronto,Three bedroom units,2024,5,2221.0
Toronto,Three bedroom units,2024,6,2185.0
Toronto,Three bedroom units,2024,6,1990.0
Toronto,Three bedroom units,2024,6,2225.0
Toronto,Three bedroom units,2024,6,2221.0
Toronto,Three bedroom units,2024,7,2185.0
Toronto,Three bedroom units,2024,7,1990.0
Toronto,Three bedroom units,2024,7,2225.0
Toronto,Three bedroom units,2024,7,2221.0
Toronto,Three bedroom units,2024,8,2185.0
Toronto,Three bedroom units,2024,8,1990.0
Toronto,Three bedroom units,2024,8,2225.0
Toronto,Three bedroom units,2024,8,2221.0
Toronto,Three bedroom units,2024,9,2185.0
Toronto,Three bedroom units,2024,9,1990.0
Toronto,Three bedroom units,2024,9,2225.0
Toronto,Three bedroom units,2024,9,2221.0
Toronto,Three bedroom units,2024,10,2185.0
Toronto,Three bedroom units,2024,10,1990.0
Toronto,Three bedroom units,2024,10,2225.0
Toronto,Three bedroom units,2024,10,2221.0
Toronto,Three bedroom units,2024,11,2185.0
Toronto,Three bedroom units,2024,11,1990.0
Toronto,Three bedroom units,2024,11,2225.0
Toronto,Three bedroom units,2024,11,2221.0
Toronto,Three bedroom units,2024,12,2185.0
Toronto,Three bedroom units,2024,12,1990.0
Toronto,Three bedroom units,2024,12,2225.0
Toronto,Three bedroom units,2024,12,2221.0
Calgary,Bachelor units,2018,1,877.0
Calgary,Bachelor units,2018,1,920.0
Calgary,Bachelor units,2018,1,879.0
Calgary,Bachelor units,2018,1,881.0
Calgary,Bachelor units,2018,2,877.0
Calgary,Bachelor units,2018,2,920.0
Calgary,Bachelor units,2018,2,879.0
Calgary,Bachelor units,2018,2,881.0
Calgary,Bachelor units,2018,3,877.0
Calgary,Bachelor units,2018,3,920.0
Calgary,Bachelor units,2018,3,879.0
Calgary,Bachelor units,2018,3,881.0
Calgary,Bachelor units,2018,4,877.0
Calgary,Bachelor units,2018,4,920.0
Calgary,Bachelor units,2018,4,879.0
Calgary,Bachelor units,2018,4,881.0
Calgary,Bachelor units,2018,5,877.0
Calgary,Bachelor units,2018,5,920.0
Calgary,Bachelor units,2018,5,879.0
Calgary,Bachelor units,2018,5,881.0
Calgary,Bachelor units,2018,6,877.0
Calgary,Bachelor units,2018,6,920.0
Calgary,Bachelor units,2018,6,879.0
Calgary,Bachelor units,2018,6,881.0
Calgary,Bachelor units,2018,7,877.0
Calgary,Bachelor units,2018,7,920.0
Calgary,Bachelor units,2018,7,879.0
Calgary,Bachelor units,2018,7,881.0
Calgary,Bachelor units,2018,8,877.0
Calgary,Bachelor units,2018,8,920.0
Calgary,Bachelor units,2018,8,879.0
Calgary,Bachelor units,2018,8,881.0
Calgary,Bachelor units,2018,9,877.0
Calgary,Bachelor units,2018,9,920.0
Calgary,Bachelor units,2018,9,879.0
Calgary,Bachelor units,2018,9,881.0
Calgary,Bachelor units,2018,10,877.0
Calgary,Bachelor units,2018,10,920.0
Calgary,Bachelor units,2018,10,879.0
Calgary,Bachelor units,2018,10,881.0
Calgary,Bachelor units,2018,11,877.0
Calgary,Bachelor units,2018,11,920.0
Calgary,Bachelor units,2018,11,879.0
Calgary,Bachelor units,2018,11,881.0
Calgary,Bachelor units,2018,12,877.0
Calgary,Bachelor units,2018,12,920.0
Calgary,Bachelor units,2018,12,879.0
Calgary,Bachelor units,2018,12,881.0
Calgary,Bachelor units,2019,1,898.0
Calgary,Bachelor units,2019,1,920.0
Calgary,Bachelor units,2019,1,899.0
Calgary,Bachelor units,2019,1,902.0
Calgary,Bachelor units,2019,2,898.0
Calgary,Bachelor units,2019,2,920.0
Calgary,Bachelor units,2019,2,899.0
Calgary,Bachelor units,2019,2,902.0
Calgary,Bachelor units,2019,3,898.0
Calgary,Bachelor units,2019,3,920.0
Calgary,Bachelor units,2019,3,899.0
Calgary,Bachelor units,2019,3,902.0
Calgary,Bachelor units,2019,4,898.0
Calgary,Bachelor units,2019,4,920.0
Calgary,Bachelor units,2019,4,899.0
Calgary,Bachelor units,2019,4,902.0
Calgary,Bachelor units,2019,5,898.0
Calgary,Bachelor units,2019,5,920.0
Calgary,Bachelor units,2019,5,899.0
Calgary,Bachelor units,2019,5,902.0
Calgary,Bachelor units,2019,6,898.0
Calgary,Bachelor units,2019,6,920.0
Calgary,Bachelor units,2019,6,899.0
Calgary,Bachelor units,2019,6,902.0
Calgary,Bachelor units,2019,7,898.0
Calgary,Bachelor units,2019,7,920.0
Calgary,Bachelor units,2019,7,899.0
Calgary,Bachelor units,2019,7,902.0
Calgary,Bachelor units,2019,8,898.0
Calgary,Bachelor units,2019,8,920.0
Calgary,Bachelor units,2019,8,899.0
Calgary,Bachelor units,2019,8,902.0
Calgary,Bachelor units,2019,9,898.0
Calgary,Bachelor units,2019,9,920.0
Calgary,Bachelor units,2019,9,899.0
Calgary,Bachelor units,2019,9,902.0
Calgary,Bachelor units,2019,10,898.0
Calgary,Bachelor units,2019,10,920.0
Calgary,Bachelor units,2019,10,899.0
Calgary,Bachelor units,2019,10,902.0
Calgary,Bachelor units,2019,11,898.0
Calgary,Bachelor units,2019,11,920.0
Calgary,Bachelor units,2019,11,899.0
Calgary,Bachelor units,2019,11,902.0
Calgary,Bachelor units,2019,12,898.0
Calgary,Bachelor units,2019,12,920.0
Calgary,Bachelor units,2019,12,899.0
Calgary,Bachelor units,2019,12,902.0
Calgary,Bachelor units,2020,1,881.0
Calgary,Bachelor units,2020,1,920.0
Calgary,Bachelor units,2020,1,883.0
Calgary,Bachelor units,2020,1,886.0
Calgary,Bachelor units,2020,2,881.0
Calgary,Bachelor units,2020,2,920.0
Calgary,Bachelor units,2020,2,883.0
Calgary,Bachelor units,2020,2,886.0
Calgary,Bachelor units,2020,3,881.0
Calgary,Bachelor units,2020,3,920.0
Calgary,Bachelor units,2020,3,883.0
Calgary,Bachelor units,2020,3,886.0
Calgary,Bachelor units,2020,4,881.0
Calgary,Bachelor units,2020,4,920.0
Calgary,Bachelor units,2020,4,883.0
Calgary,Bachelor units,2020,4,886.0
Calgary,Bachelor units,2020,5,881.0
Calgary,Bachelor units,2020,5,920.0
Calgary,Bachelor units,2020,5,883.0
Calgary,Bachelor units,2020,5,886.0
Calgary,Bachelor units,2020,6,881.0
Calgary,Bachelor units,2020,6,920.0
Calgary,Bachelor units,2020,6,883.0
Calgary,Bachelor units,2020,6,886.0
Calgary,Bachelor units,2020,7,881.0
Calgary,Bachelor units,2020,7,920.0
Calgary,Bachelor units,2020,7,883.0
Calgary,Bachelor units,2020,7,886.0
Calgary,Bachelor units,2020,8,881.0
Calgary,Bachelor units,2020,8,920.0
Calgary,Bachelor units,2020,8,883.0
Calgary,Bachelor units,2020,8,886.0
Calgary,Bachelor units,2020,9,881.0
Calgary,Bachelor units,2020,9,920.0
Calgary,Bachelor units,2020,9,883.0
Calgary,Bachelor units,2020,9,886.0
Calgary,Bachelor units,2020,10,881.0
Calgary,Bachelor units,2020,10,920.0
Calgary,Bachelor units,2020,10,883.0
Calgary,Bachelor units,2020,10,886.0
Calgary,Bachelor units,2020,11,881.0
Calgary,Bachelor units,2020,11,920.0
Calgary,Bachelor units,2020,11,883.0
Calgary,Bachelor units,2020,11,886.0
Calgary,Bachelor units,2020,12,881.0
Calgary,Bachelor units,2020,12,920.0
Calgary,Bachelor units,2020,12,883.0
Calgary,Bachelor units,2020,12,886.0
Calgary,Bachelor units,2021,1,919.0
Calgary,Bachelor units,2021,1,920.0
Calgary,Bachelor units,2021,1,920.0
Calgary,Bachelor units,2021,1,923.0
Calgary,Bachelor units,2021,2,919.0
Calgary,Bachelor units,2021,2,920.0
Calgary,Bachelor units,2021,2,920.0
Calgary,Bachelor units,2021,2,923.0
Calgary,Bachelor units,2021,3,919.0
Calgary,Bachelor units,2021,3,920.0
Calgary,Bachelor units,2021,3,920.0
Calgary,Bachelor units,2021,3,923.0
Calgary,Bachelor units,2021,4,919.0
Calgary,Bachelor units,2021,4,920.0
Calgary,Bachelor units,2021,4,920.0
Calgary,Bachelor units,2021,4,923.0
Calgary,Bachelor units,2021,5,919.0
Calgary,Bachelor units,2021,5,920.0
Calgary,Bachelor units,2021,5,920.0
Calgary,Bachelor units,2021,5,923.0
Calgary,Bachelor units,2021,6,919.0
Calgary,Bachelor units,2021,6,920.0
Calgary,Bachelor units,2021,6,920.0
Calgary,Bachelor units,2021,6,923.0
Calgary,Bachelor units,2021,7,919.0
Calgary,Bachelor units,2021,7,920.0
Calgary,Bachelor units,2021,7,920.0
Calgary,Bachelor units,2021,7,923.0
Calgary,Bachelor units,2021,8,919.0
Calgary,Bachelor units,2021,8,920.0
Calgary,Bachelor units,2021,8,920.0
Calgary,Bachelor units,2021,8,923.0
Calgary,Bachelor units,2021,9,919.0
Calgary,Bachelor units,2021,9,920.0
Calgary,Bachelor units,2021,9,920.0
Calgary,Bachelor units,2021,9,923.0
Calgary,Bachelor units,2021,10,919.0
Calgary,Bachelor units,2021,10,920.0
Calgary,Bachelor units,2021,10,920.0
Calgary,Bachelor units,2021,10,923.0
Calgary,Bachelor units,2021,11,919.0
Calgary,Bachelor units,2021,11,920.0
Calgary,Bachelor units,2021,11,920.0
Calgary,Bachelor units,2021,11,923.0
Calgary,Bachelor units,2021,12,919.0
Calgary,Bachelor units,2021,12,920.0
Calgary,Bachelor units,2021,12,920.0
Calgary,Bachelor units,2021,12,923.0
Calgary,Bachelor units,2022,1,972.0
Calgary,Bachelor units,2022,1,920.0
Calgary,Bachelor units,2022,1,974.0
Calgary,Bachelor units,2022,1,977.0
Calgary,Bachelor units,2022,2,972.0
Calgary,Bachelor units,2022,2,920.0
Calgary,Bachelor units,2022,2,974.0
Calgary,Bachelor units,2022,2,977.0
Calgary,Bachelor units,2022,3,972.0
Calgary,Bachelor units,2022,3,920.0
Calgary,Bachelor units,2022,3,974.0
Calgary,Bachelor units,2022,3,977.0
Calgary,Bachelor units,2022,4,972.0
Calgary,Bachelor units,2022,4,920.0
Calgary,Bachelor units,2022,4,974.0
Calgary,Bachelor units,2022,4,977.0
Calgary,Bachelor units,2022,5,972.0
Calgary,Bachelor units,2022,5,920.0
Calgary,Bachelor units,2022,5,974.0
Calgary,Bachelor units,2022,5,977.0
Calgary,Bachelor units,2022,6,972.0
Calgary,Bachelor units,2022,6,920.0
Calgary,Bachelor units,2022,6,974.0
Calgary,Bachelor units,2022,6,977.0
Calgary,Bachelor units,2022,7,972.0
Calgary,Bachelor units,2022,7,920.0
Calgary,Bachelor units,2022,7,974.0
Calgary,Bachelor units,2022,7,977.0
Calgary,Bachelor units,2022,8,972.0
Calgary,Bachelor units,2022,8,920.0
Calgary,Bachelor units,2022,8,974.0
Calgary,Bachelor units,2022,8,977.0
Calgary,Bachelor units,2022,9,972.0
Calgary,Bachelor units,2022,9,920.0
Calgary,Bachelor units,2022,9,974.0
Calgary,Bachelor units,2022,9,977.0
Calgary,Bachelor units,2022,10,972.0
Calgary,Bachelor units,2022,10,920.0
Calgary,Bachelor units,2022,10,974.0
Calgary,Bachelor units,2022,10,977.0
Calgary,Bachelor units,2022,11,972.0
Calgary,Bachelor units,2022,11,920.0
Calgary,Bachelor units,2022,11,974.0
Calgary,Bachelor units,2022,11,977.0
Calgary,Bachelor units,2022,12,972.0
Calgary,Bachelor units,2022,12,920.0
Calgary,Bachelor units,2022,12,974.0
Calgary,Bachelor units,2022,12,977.0
Calgary,Bachelor units,2023,1,1202.0
Calgary,Bachelor units,2023,1,920.0
Calgary,Bachelor units,2023,1,1204.0
Calgary,Bachelor units,2023,1,1209.0
Calgary,Bachelor units,2023,2,1202.0
Calgary,Bachelor units,2023,2,920.0
Calgary,Bachelor units,2023,2,1204.0
Calgary,Bachelor units,2023,2,1209.0
Calgary,Bachelor units,2023,3,1202.0
Calgary,Bachelor units,2023,3,920.0
Calgary,Bachelor units,2023,3,1204.0
Calgary,Bachelor units,2023,3,1209.0
Calgary,Bachelor units,2023,4,1202.0
Calgary,Bachelor units,2023,4,920.0
Calgary,Bachelor units,2023,4,1204.0
Calgary,Bachelor units,2023,4,1209.0
Calgary,Bachelor units,2023,5,1202.0
Calgary,Bachelor units,2023,5,920.0
Calgary,Bachelor units,2023,5,1204.0
Calgary,Bachelor units,2023,5,1209.0
Calgary,Bachelor units,2023,6,1202.0
Calgary,Bachelor units,2023,6,920.0
Calgary,Bachelor units,2023,6,1204.0
Calgary,Bachelor units,2023,6,1209.0
Calgary,Bachelor units,2023,7,1202.0
Calgary,Bachelor units,2023,7,920.0
Calgary,Bachelor units,2023,7,1204.0
Calgary,Bachelor units,2023,7,1209.0
Calgary,Bachelor units,2023,8,1202.0
Calgary,Bachelor units,2023,8,920.0
Calgary,Bachelor units,2023,8,1204.0
Calgary,Bachelor units,2023,8,1209.0
Calgary,Bachelor units,2023,9,1202.0
Calgary,Bachelor units,2023,9,920.0
Calgary,Bachelor units,2023,9,1204.0
Calgary,Bachelor units,2023,9,1209.0
Calgary,Bachelor units,2023,10,1202.0
Calgary,Bachelor units,2023,10,920.0
Calgary,Bachelor units,2023,10,1204.0
Calgary,Bachelor units,2023,10,1209.0
Calgary,Bachelor units,2023,11,1202.0
Calgary,Bachelor units,2023,11,920.0
Calgary,Bachelor units,2023,11,1204.0
Calgary,Bachelor units,2023,11,1209.0
Calgary,Bachelor units,2023,12,1202.0
Calgary,Bachelor units,2023,12,920.0
Calgary,Bachelor units,2023,12,1204.0
Calgary,Bachelor units,2023,12,1209.0
Calgary,Bachelor units,2024,1,1360.0
Calgary,Bachelor units,2024,1,920.0
Calgary,Bachelor units,2024,1,1362.0
Calgary,Bachelor units,2024,1,1367.0
Calgary,Bachelor units,2024,2,1360.0
Calgary,Bachelor units,2024,2,920.0
Calgary,Bachelor units,2024,2,1362.0
Calgary,Bachelor units,2024,2,1367.0
Calgary,Bachelor units,2024,3,1360.0
Calgary,Bachelor units,2024,3,920.0
Calgary,Bachelor units,2024,3,1362.0
Calgary,Bachelor units,2024,3,1367.0
Calgary,Bachelor units,2024,4,1360.0
Calgary,Bachelor units,2024,4,920.0
Calgary,Bachelor units,2024,4,1362.0
Calgary,Bachelor units,2024,4,1367.0
Calgary,Bachelor units,2024,5,1360.0
Calgary,Bachelor units,2024,5,920.0
Calgary,Bachelor units,2024,5,1362.0
Calgary,Bachelor units,2024,5,1367.0
Calgary,Bachelor units,2024,6,1360.0
Calgary,Bachelor units,2024,6,920.0
Calgary,Bachelor units,2024,6,1362.0
Calgary,Bachelor units,2024,6,1367.0
Calgary,Bachelor units,2024,7,1360.0
Calgary,Bachelor units,2024,7,920.0
Calgary,Bachelor units,2024,7,1362.0
Calgary,Bachelor units,2024,7,1367.0
Calgary,Bachelor units,2024,8,1360.0
Calgary,Bachelor units,2024,8,920.0
Calgary,Bachelor units,2024,8,1362.0
Calgary,Bachelor units,2024,8,1367.0
Calgary,Bachelor units,2024,9,1360.0
Calgary,Bachelor units,2024,9,920.0
Calgary,Bachelor units,2024,9,1362.0
Calgary,Bachelor units,2024,9,1367.0
Calgary,Bachelor units,2024,10,1360.0
Calgary,Bachelor units,2024,10,920.0
Calgary,Bachelor units,2024,10,1362.0
Calgary,Bachelor units,2024,10,1367.0
Calgary,Bachelor units,2024,11,1360.0
Calgary,Bachelor units,2024,11,920.0
Calgary,Bachelor units,2024,11,1362.0
Calgary,Bachelor units,2024,11,1367.0
Calgary,Bachelor units,2024,12,1360.0
Calgary,Bachelor units,2024,12,920.0
Calgary,Bachelor units,2024,12,1362.0
Calgary,Bachelor units,2024,12,1367.0
Calgary,One bedroom units,2018,1,1049.0
Calgary,One bedroom units,2018,1,900.0
Calgary,One bedroom units,2018,1,1050.0
Calgary,One bedroom units,2018,1,1052.0
Calgary,One bedroom units,2018,2,1049.0
Calgary,One bedroom units,2018,2,900.0
Calgary,One bedroom units,2018,2,1050.0
Calgary,One bedroom units,2018,2,1052.0
Calgary,One bedroom units,2018,3,1049.0
Calgary,One bedroom units,2018,3,900.0
Calgary,One bedroom units,2018,3,1050.0
Calgary,One bedroom units,2018,3,1052.0
Calgary,One bedroom units,2018,4,1049.0
Calgary,One bedroom units,2018,4,900.0
Calgary,One bedroom units,2018,4,1050.0
Calgary,One bedroom units,2018,4,1052.0
Calgary,One bedroom units,2018,5,1049.0
Calgary,One bedroom units,2018,5,900.0
Calgary,One bedroom units,2018,5,1050.0
Calgary,One bedroom units,2018,5,1052.0
Calgary,One bedroom units,2018,6,1049.0
Calgary,One bedroom units,2018,6,900.0
Calgary,One bedroom units,2018,6,1050.0
Calgary,One bedroom units,2018,6,1052.0
Calgary,One bedroom units,2018,7,1049.0
Calgary,One bedroom units,2018,7,900.0
Calgary,One bedroom units,2018,7,1050.0
Calgary,One bedroom units,2018,7,1052.0
Calgary,One bedroom units,2018,8,1049.0
Calgary,One bedroom units,2018,8,900.0
Calgary,One bedroom units,2018,8,1050.0
Calgary,One bedroom units,2018,8,1052.0
Calgary,One bedroom units,2018,9,1049.0
Calgary,One bedroom units,2018,9,900.0
Calgary,One bedroom units,2018,9,1050.0
Calgary,One bedroom units,2018,9,1052.0
Calgary,One bedroom units,2018,10,1049.0
Calgary,One bedroom units,2018,10,900.0
Calgary,One bedroom units,2018,10,1050.0
Calgary,One bedroom units,2018,10,1052.0
Calgary,One bedroom units,2018,11,1049.0
Calgary,One bedroom units,2018,11,900.0
Calgary,One bedroom units,2018,11,1050.0
Calgary,One bedroom units,2018,11,1052.0
Calgary,One bedroom units,2018,12,1049.0
Calgary,One bedroom units,2018,12,900.0
Calgary,One bedroom units,2018,12,1050.0
Calgary,One bedroom units,2018,12,1052.0
Calgary,One bedroom units,2019,1,1079.0
Calgary,One bedroom units,2019,1,933.0
Calgary,One bedroom units,2019,1,1080.0
Calgary,One bedroom units,2019,1,1082.0
Calgary,One bedroom units,2019,2,1079.0
Calgary,One bedroom units,2019,2,933.0
Calgary,One bedroom units,2019,2,1080.0
Calgary,One bedroom units,2019,2,1082.0
Calgary,One bedroom units,2019,3,1079.0
Calgary,One bedroom units,2019,3,933.0
Calgary,One bedroom units,2019,3,1080.0
Calgary,One bedroom units,2019,3,1082.0
Calgary,One bedroom units,2019,4,1079.0
Calgary,One bedroom units,2019,4,933.0
Calgary,One bedroom units,2019,4,1080.0
Calgary,One bedroom units,2019,4,1082.0
Calgary,One bedroom units,2019,5,1079.0
Calgary,One bedroom units,2019,5,933.0
Calgary,One bedroom units,2019,5,1080.0
Calgary,One bedroom units,2019,5,1082.0
Calgary,One bedroom units,2019,6,1079.0
Calgary,One bedroom units,2019,6,933.0
Calgary,One bedroom units,2019,6,1080.0
Calgary,One bedroom units,2019,6,1082.0
Calgary,One bedroom units,2019,7,1079.0
Calgary,One bedroom units,2019,7,933.0
Calgary,One bedroom units,2019,7,1080.0
Calgary,One bedroom units,2019,7,1082.0
Calgary,One bedroom units,2019,8,1079.0
Calgary,One bedroom units,2019,8,933.0
Calgary,One bedroom units,2019,8,1080.0
Calgary,One bedroom units,2019,8,1082.0
Calgary,One bedroom units,2019,9,1079.0
Calgary,One bedroom units,2019,9,933.0
Calgary,One bedroom units,2019,9,1080.0
Calgary,One bedroom units,2019,9,1082.0
Calgary,One bedroom units,2019,10,1079.0
Calgary,One bedroom units,2019,10,933.0
Calgary,One bedroom units,2019,10,1080.0
Calgary,One bedroom units,2019,10,1082.0
Calgary,One bedroom units,2019,11,1079.0
Calgary,One bedroom units,2019,11,933.0
Calgary,One bedroom units,2019,11,1080.0
Calgary,One bedroom units,2019,11,1082.0
Calgary,One bedroom units,2019,12,1079.0
Calgary,One bedroom units,2019,12,933.0
Calgary,One bedroom units,2019,12,1080.0
Calgary,One bedroom units,2019,12,1082.0
Calgary,One bedroom units,2020,1,1086.0
Calgary,One bedroom units,2020,1,1001.0
Calgary,One bedroom units,2020,1,1087.0
Calgary,One bedroom units,2020,1,1090.0
Calgary,One bedroom units,2020,2,1086.0
Calgary,One bedroom units,2020,2,1001.0
Calgary,One bedroom units,2020,2,1087.0
Calgary,One bedroom units,2020,2,1090.0
Calgary,One bedroom units,2020,3,1086.0
Calgary,One bedroom units,2020,3,1001.0
Calgary,One bedroom units,2020,3,1087.0
Calgary,One bedroom units,2020,3,1090.0
Calgary,One bedroom units,2020,4,1086.0
Calgary,One bedroom units,2020,4,1001.0
Calgary,One bedroom units,2020,4,1087.0
Calgary,One bedroom units,2020,4,1090.0
Calgary,One bedroom units,2020,5,1086.0
Calgary,One bedroom units,2020,5,1001.0
Calgary,One bedroom units,2020,5,1087.0
Calgary,One bedroom units,2020,5,1090.0
Calgary,One bedroom units,2020,6,1086.0
Calgary,One bedroom units,2020,6,1001.0
Calgary,One bedroom units,2020,6,1087.0
Calgary,One bedroom units,2020,6,1090.0
Calgary,One bedroom units,2020,7,1086.0
Calgary,One bedroom units,2020,7,1001.0
Calgary,One bedroom units,2020,7,1087.0
Calgary,One bedroom units,2020,7,1090.0
Calgary,One bedroom units,2020,8,1086.0
Calgary,One bedroom units,2020,8,1001.0
Calgary,One bedroom units,2020,8,1087.0
Calgary,One bedroom units,2020,8,1090.0
Calgary,One bedroom units,2020,9,1086.0
Calgary,One bedroom units,2020,9,1001.0
Calgary,One bedroom units,2020,9,1087.0
Calgary,One bedroom units,2020,9,1090.0
Calgary,One bedroom units,2020,10,1086.0
Calgary,One bedroom units,2020,10,1001.0
Calgary,One bedroom units,2020,10,1087.0
Calgary,One bedroom units,2020,10,1090.0
Calgary,One bedroom units,2020,11,1086.0
Calgary,One bedroom units,2020,11,1001.0
Calgary,One bedroom units,2020,11,1087.0
Calgary,One bedroom units,2020,11,1090.0
Calgary,One bedroom units,2020,12,1086.0
Calgary,One bedroom units,2020,12,1001.0
Calgary,One bedroom units,2020,12,1087.0
Calgary,One bedroom units,2020,12,1090.0
Calgary,One bedroom units,2021,1,1111.0
Calgary,One bedroom units,2021,1,992.0
Calgary,One bedroom units,2021,1,1111.0
Calgary,One bedroom units,2021,1,1115.0
Calgary,One bedroom units,2021,2,1111.0
Calgary,One bedroom units,2021,2,992.0
Calgary,One bedroom units,2021,2,1111.0
Calgary,One bedroom units,2021,2,1115.0
Calgary,One bedroom units,2021,3,1111.0
Calgary,One bedroom units,2021,3,992.0
Calgary,One bedroom units,2021,3,1111.0
Calgary,One bedroom units,2021,3,1115.0
Calgary,One bedroom units,2021,4,1111.0
Calgary,One bedroom units,2021,4,992.0
Calgary,One bedroom units,2021,4,1111.0
Calgary,One bedroom units,2021,4,1115.0
Calgary,One bedroom units,2021,5,1111.0
Calgary,One bedroom units,2021,5,992.0
Calgary,One bedroom units,2021,5,1111.0
Calgary,One bedroom units,2021,5,1115.0
Calgary,One bedroom units,2021,6,1111.0
Calgary,One bedroom units,2021,6,992.0
Calgary,One bedroom units,2021,6,1111.0
Calgary,One bedroom units,2021,6,1115.0
Calgary,One bedroom units,2021,7,1111.0
Calgary,One bedroom units,2021,7,992.0
Calgary,One bedroom units,2021,7,1111.0
Calgary,One bedroom units,2021,7,1115.0
Calgary,One bedroom units,2021,8,1111.0
Calgary,One bedroom units,2021,8,992.0
Calgary,One bedroom units,2021,8,1111.0
Calgary,One bedroom units,2021,8,1115.0
Calgary,One bedroom units,2021,9,1111.0
Calgary,One bedroom units,2021,9,992.0
Calgary,One bedroom units,2021,9,1111.0
Calgary,One bedroom units,2021,9,1115.0
Calgary,One bedroom units,2021,10,1111.0
Calgary,One bedroom units,2021,10,992.0
Calgary,One bedroom units,2021,10,1111.0
Calgary,One bedroom units,2021,10,1115.0
Calgary,One bedroom units,2021,11,1111.0
Calgary,One bedroom units,2021,11,992.0
Calgary,One bedroom units,2021,11,1111.0
Calgary,One bedroom units,2021,11,1115.0
Calgary,One bedroom units,2021,12,1111.0
Calgary,One bedroom units,2021,12,992.0
Calgary,One bedroom units,2021,12,1111.0
Calgary,One bedroom units,2021,12,1115.0
Calgary,One bedroom units,2022,1,1222.0
Calgary,One bedroom units,2022,1,1049.0
Calgary,One bedroom units,2022,1,1222.0
Calgary,One bedroom units,2022,1,1226.0
Calgary,One bedroom units,2022,2,1222.0
Calgary,One bedroom units,2022,2,1049.0
Calgary,One bedroom units,2022,2,1222.0
Calgary,One bedroom units,2022,2,1226.0
Calgary,One bedroom units,2022,3,1222.0
Calgary,One bedroom units,2022,3,1049.0
Calgary,One bedroom units,2022,3,1222.0
Calgary,One bedroom units,2022,3,1226.0
Calgary,One bedroom units,2022,4,1222.0
Calgary,One bedroom units,2022,4,1049.0
Calgary,One bedroom units,2022,4,1222.0
Calgary,One bedroom units,2022,4,1226.0
Calgary,One bedroom units,2022,5,1222.0
Calgary,One bedroom units,2022,5,1049.0
Calgary,One bedroom units,2022,5,1222.0
Calgary,One bedroom units,2022,5,1226.0
Calgary,One bedroom units,2022,6,1222.0
Calgary,One bedroom units,2022,6,1049.0
Calgary,One bedroom units,2022,6,1222.0
Calgary,One bedroom units,2022,6,1226.0
Calgary,One bedroom units,2022,7,1222.0
Calgary,One bedroom units,2022,7,1049.0
Calgary,One bedroom units,2022,7,1222.0
Calgary,One bedroom units,2022,7,1226.0
Calgary,One bedroom units,2022,8,1222.0
Calgary,One bedroom units,2022,8,1049.0
Calgary,One bedroom units,2022,8,1222.0
Calgary,One bedroom units,2022,8,1226.0
Calgary,One bedroom units,2022,9,1222.0
Calgary,One bedroom units,2022,9,1049.0
Calgary,One bedroom units,2022,9,1222.0
Calgary,One bedroom units,2022,9,1226.0
Calgary,One bedroom units,2022,10,1222.0
Calgary,One bedroom units,2022,10,1049.0
Calgary,One bedroom units,2022,10,1222.0
Calgary,One bedroom units,2022,10,1226.0
Calgary,One bedroom units,2022,11,1222.0
Calgary,One bedroom units,2022,11,1049.0
Calgary,One bedroom units,2022,11,1222.0
Calgary,One bedroom units,2022,11,1226.0
Calgary,One bedroom units,2022,12,1222.0
Calgary,One bedroom units,2022,12,1049.0
Calgary,One bedroom units,2022,12,1222.0
Calgary,One bedroom units,2022,12,1226.0
Calgary,One bedroom units,2023,1,1463.0
Calgary,One bedroom units,2023,1,1142.0
Calgary,One bedroom units,2023,1,1464.0
Calgary,One bedroom units,2023,1,1469.0
Calgary,One bedroom units,2023,2,1463.0
Calgary,One bedroom units,2023,2,1142.0
Calgary,One bedroom units,2023,2,1464.0
Calgary,One bedroom units,2023,2,1469.0
Calgary,One bedroom units,2023,3,1463.0
Calgary,One bedroom units,2023,3,1142.0
Calgary,One bedroom units,2023,3,1464.0
Calgary,One bedroom units,2023,3,1469.0
Calgary,One bedroom units,2023,4,1463.0
Calgary,One bedroom units,2023,4,1142.0
Calgary,One bedroom units,2023,4,1464.0
Calgary,One bedroom units,2023,4,1469.0
Calgary,One bedroom units,2023,5,1463.0
Calgary,One bedroom units,2023,5,1142.0
Calgary,One bedroom units,2023,5,1464.0
Calgary,One bedroom units,2023,5,1469.0
Calgary,One bedroom units,2023,6,1463.0
Calgary,One bedroom units,2023,6,1142.0
Calgary,One bedroom units,2023,6,1464.0
Calgary,One bedroom units,2023,6,1469.0
Calgary,One bedroom units,2023,7,1463.0
Calgary,One bedroom units,2023,7,1142.0
Calgary,One bedroom units,2023,7,1464.0
Calgary,One bedroom units,2023,7,1469.0
Calgary,One bedroom units,2023,8,1463.0
Calgary,One bedroom units,2023,8,1142.0
Calgary,One bedroom units,2023,8,1464.0
Calgary,One bedroom units,2023,8,1469.0
Calgary,One bedroom units,2023,9,1463.0
Calgary,One bedroom units,2023,9,1142.0
Calgary,One bedroom units,2023,9,1464.0
Calgary,One bedroom units,2023,9,1469.0
Calgary,One bedroom units,2023,10,1463.0
Calgary,One bedroom units,2023,10,1142.0
Calgary,One bedroom units,2023,10,1464.0
Calgary,One bedroom units,2023,10,1469.0
Calgary,One bedroom units,2023,11,1463.0
Calgary,One bedroom units,2023,11,1142.0
