"REF_DATE","GEO","DGUID","Tenure including social and affordable housing","Housing suitability and dwelling condition","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Ontario","2021A000235","Owner","Not suitable","Percentage of households","Percent","239","units","0","v1594712977","25.2.3.4","3.6","","","","1"
"2022","Ontario","2021A000235","Owner","Not suitable","Percentage of households","Percent","239","units","0","v1594712977","25.2.3.4","3.8","","","","1"
"2018","Ontario","2021A000235","Owner","Total, dwelling condition","Number of households","Number","223","units","0","v1594712957","25.2.4.1","3863700","","","","0"
"2021","Ontario","2021A000235","Owner","Total, dwelling condition","Number of households","Number","223","units","0","v1594712957","25.2.4.1","3940100","","","","0"
"2022","Ontario","2021A000235","Owner","Total, dwelling condition","Number of households","Number","223","units","0","v1594712957","25.2.4.1","3872600","","","","0"
"2018","Ontario","2021A000235","Owner","Total, dwelling condition","Percentage of households","Percent","239","units","0","v1594712978","25.2.4.4","100.0","","","","1"
"2021","Ontario","2021A000235","Owner","Total, dwelling condition","Percentage of households","Percent","239","units","0","v1594712978","25.2.4.4","100.0","","","","1"
"2022","Ontario","2021A000235","Owner","Total, dwelling condition","Percentage of households","Percent","239","units","0","v1594712978","25.2.4.4","100.0","","","","1"
"2018","Ontario","2021A000235","Owner","Regular maintenance needed","Number of households","Number","223","units","0","v1594712958","25.2.5.1","2860000","","","","0"
"2021","Ontario","2021A000235","Owner","Regular maintenance needed","Number of households","Number","223","units","0","v1594712958","25.2.5.1","2848600","","","","0"
"2022","Ontario","2021A000235","Owner","Regular maintenance needed","Number of households","Number","223","units","0","v1594712958","25.2.5.1","2823700","","","","0"
"2018","Ontario","2021A000235","Owner","Regular maintenance needed","Percentage of households","Percent","239","units","0","v1594712979","25.2.5.4","74.0","","","","1"
"2021","Ontario","2021A000235","Owner","Regular maintenance needed","Percentage of households","Percent","239","units","0","v1594712979","25.2.5.4","72.0","","","","1"
"2022","Ontario","2021A000235","Owner","Regular maintenance needed","Percentage of households","Percent","239","units","0","v1594712979","25.2.5.4","73.0","","","","1"
"2018","Ontario","2021A000235","Owner","Minor repairs needed","Number of households","Number","223","units","0","v1594712959","25.2.6.1","787000","","","","0"
"2021","Ontario","2021A000235","Owner","Minor repairs needed","Number of households","Number","223","units","0","v1594712959","25.2.6.1","867800","","","","0"
"2022","Ontario","2021A000235","Owner","Minor repairs needed","Number of households","Number","223","units","0","v1594712959","25.2.6.1","825200","","","","0"
"2018","Ontario","2021A000235","Owner","Minor repairs needed","Percentage of households","Percent","239","units","0","v1594712980","25.2.6.4","20.0","","","","1"
"2021","Ontario","2021A000235","Owner","Minor repairs needed","Percentage of households","Percent","239","units","0","v1594712980","25.2.6.4","22.0","","","","1"
"2022","Ontario","2021A000235","Owner","Minor repairs needed","Percentage of households","Percent","239","units","0","v1594712980","25.2.6.4","21.0","","","","1"
"2018","Ontario","2021A000235","Owner","Major repairs needed","Number of households","Number","223","units","0","v1594712960","25.2.7.1","216700","","","","0"
"2021","Ontario","2021A000235","Owner","Major repairs needed","Number of households","Number","223","units","0","v1594712960","25.2.7.1","223500","","","","0"
"2022","Ontario","2021A000235","Owner","Major repairs needed","Number of households","Number","223","units","0","v1594712960","25.2.7.1","223700","","","","0"
"2018","Ontario","2021A000235","Owner","Major repairs needed","Percentage of households","Percent","239","units","0","v1594712981","25.2.7.4","5.6","","","","1"
"2021","Ontario","2021A000235","Owner","Major repairs needed","Percentage of households","Percent","239","units","0","v1594712981","25.2.7.4","5.7","","","","1"
"2022","Ontario","2021A000235","Owner","Major repairs needed","Percentage of households","Percent","239","units","0","v1594712981","25.2.7.4","5.8","","","","1"
"2018","Ontario","2021A000235","Renter","Total, housing suitability","Number of households","Number","223","units","0","v1594712996","25.3.1.1","1632700","","","","0"
"2021","Ontario","2021A000235","Renter","Total, housing suitability","Number of households","Number","223","units","0","v1594712996","25.3.1.1","1754300","","","","0"
"2022","Ontario","2021A000235","Renter","Total, housing suitability","Number of households","Number","223","units","0","v1594712996","25.3.1.1","1963600","","","","0"
"2018","Ontario","2021A000235","Renter","Total, housing suitability","Percentage of households","Percent","239","units","0","v1594713017","25.3.1.4","100.0","","","","1"
"2021","Ontario","2021A000235","Renter","Total, housing suitability","Percentage of households","Percent","239","units","0","v1594713017","25.3.1.4","100.0","","","","1"
"2022","Ontario","2021A000235","Renter","Total, housing suitability","Percentage of households","Percent","239","units","0","v1594713017","25.3.1.4","100.0","","","","1"
"2018","Ontario","2021A000235","Renter","Suitable","Number of households","Number","223","units","0","v1594712997","25.3.2.1","1441800","","","","0"
"2021","Ontario","2021A000235","Renter","Suitable","Number of households","Number","223","units","0","v1594712997","25.3.2.1","1532600","","","","0"
"2022","Ontario","2021A000235","Renter","Suitable","Number of households","Number","223","units","0","v1594712997","25.3.2.1","1729300","","","","0"
"2018","Ontario","2021A000235","Renter","Suitable","Percentage of households","Percent","239","units","0","v1594713018","25.3.2.4","88.3","","","","1"
"2021","Ontario","2021A000235","Renter","Suitable","Percentage of households","Percent","239","units","0","v1594713018","25.3.2.4","87.4","","","","1"
"2022","Ontario","2021A000235","Renter","Suitable","Percentage of households","Percent","239","units","0","v1594713018","25.3.2.4","88.1","","","","1"
"2018","Ontario","2021A000235","Renter","Not suitable","Number of households","Number","223","units","0","v1594712998","25.3.3.1","191100","","","","0"
"2021","Ontario","2021A000235","Renter","Not suitable","Number of households","Number","223","units","0","v1594712998","25.3.3.1","221700","","","","0"
"2022","Ontario","2021A000235","Renter","Not suitable","Number of households","Number","223","units","0","v1594712998","25.3.3.1","234300","","","","0"
"2018","Ontario","2021A000235","Renter","Not suitable","Percentage of households","Percent","239","units","0","v1594713019","25.3.3.4","11.7","","","","1"
"2021","Ontario","2021A000235","Renter","Not suitable","Percentage of households","Percent","239","units","0","v1594713019","25.3.3.4","12.6","","","","1"
"2022","Ontario","2021A000235","Renter","Not suitable","Percentage of households","Percent","239","units","0","v1594713019","25.3.3.4","11.9","","","","1"
"2018","Ontario","2021A000235","Renter","Total, dwelling condition","Number of households","Number","223","units","0","v1594712999","25.3.4.1","1632800","","","","0"
"2021","Ontario","2021A000235","Renter","Total, dwelling condition","Number of households","Number","223","units","0","v1594712999","25.3.4.1","1754400","","","","0"
"2022","Ontario","2021A000235","Renter","Total, dwelling condition","Number of households","Number","223","units","0","v1594712999","25.3.4.1","1963500","","","","0"
"2018","Ontario","2021A000235","Renter","Total, dwelling condition","Percentage of households","Percent","239","units","0","v1594713020","25.3.4.4","100.0","","","","1"
"2021","Ontario","2021A000235","Renter","Total, dwelling condition","Percentage of households","Percent","239","units","0","v1594713020","25.3.4.4","100.0","","","","1"
"2022","Ontario","2021A000235","Renter","Total, dwelling condition","Percentage of households","Percent","239","units","0","v1594713020","25.3.4.4","100.0","","","","1"
"2018","Ontario","2021A000235","Renter","Regular maintenance needed","Number of households","Number","223","units","0","v1594713000","25.3.5.1","1086500","","","","0"
"2021","Ontario","2021A000235","Renter","Regular maintenance needed","Number of households","Number","223","units","0","v1594713000","25.3.5.1","1200500","","","","0"
"2022","Ontario","2021A000235","Renter","Regular maintenance needed","Number of households","Number","223","units","0","v1594713000","25.3.5.1","1292800","","","","0"
"2018","Ontario","2021A000235","Renter","Regular maintenance needed","Percentage of households","Percent","239","units","0","v1594713021","25.3.5.4","67.0","","","","1"
"2021","Ontario","2021A000235","Renter","Regular maintenance needed","Percentage of households","Percent","239","units","0","v1594713021","25.3.5.4","68.0","","","","1"
"2022","Ontario","2021A000235","Renter","Regular maintenance needed","Percentage of households","Percent","239","units","0","v1594713021","25.3.5.4","66.0","","","","1"
"2018","Ontario","2021A000235","Renter","Minor repairs needed","Number of households","Number","223","units","0","v1594713001","25.3.6.1","410300","","","","0"
"2021","Ontario","2021A000235","Renter","Minor repairs needed","Number of households","Number","223","units","0","v1594713001","25.3.6.1","380100","","","","0"
"2022","Ontario","2021A000235","Renter","Minor repairs needed","Number of households","Number","223","units","0","v1594713001","25.3.6.1","485700","","","","0"
"2018","Ontario","2021A000235","Renter","Minor repairs needed","Percentage of households","Percent","239","units","0","v1594713022","25.3.6.4","25.0","","","","1"
"2021","Ontario","2021A000235","Renter","Minor repairs needed","Percentage of households","Percent","239","units","0","v1594713022","25.3.6.4","22.0","","","","1"
"2022","Ontario","2021A000235","Renter","Minor repairs needed","Percentage of households","Percent","239","units","0","v1594713022","25.3.6.4","25.0","","","","1"
"2018","Ontario","2021A000235","Renter","Major repairs needed","Number of households","Number","223","units","0","v1594713002","25.3.7.1","136000","","","","0"
"2021","Ontario","2021A000235","Renter","Major repairs needed","Number of households","Number","223","units","0","v1594713002","25.3.7.1","173800","","","","0"
"2022","Ontario","2021A000235","Renter","Major repairs needed","Number of households","Number","223","units","0","v1594713002","25.3.7.1","185200","","","","0"
"2018","Ontario","2021A000235","Renter","Major repairs needed","Percentage of households","Percent","239","units","0","v1594713023","25.3.7.4","8.3","","","","1"
"2021","Ontario","2021A000235","Renter","Major repairs needed","Percentage of households","Percent","239","units","0","v1594713023","25.3.7.4","9.9","","","","1"
"2022","Ontario","2021A000235","Renter","Major repairs needed","Percentage of households","Percent","239","units","0","v1594713023","25.3.7.4","9.4","","","","1"
"2018","Manitoba","2021A000246","Total, tenure","Total, housing suitability","Number of households","Number","223","units","0","v1594714172","30.1.1.1","491300","","","","0"
"2021","Manitoba","2021A000246","Total, tenure","Total, housing suitability","Number of households","Number","223","units","0","v1594714172","30.1.1.1","508600","","","","0"
"2022","Manitoba","2021A000246","Total, tenure","Total, housing suitability","Number of households","Number","223","units","0","v1594714172","30.1.1.1","523600","","","","0"
"2018","Manitoba","2021A000246","Total, tenure","Total, housing suitability","Percentage of households","Percent","239","units","0","v1594714193","30.1.1.4","100.0","","","","1"
"2021","Manitoba","2021A000246","Total, tenure","Total, housing suitability","Percentage of households","Percent","239","units","0","v1594714193","30.1.1.4","100.0","","","","1"
"2022","Manitoba","2021A000246","Total, tenure","Total, housing suitability","Percentage of households","Percent","239","units","0","v1594714193","30.1.1.4","100.0","","","","1"
"2018","Manitoba","2021A000246","Total, tenure","Suitable","Number of households","Number","223","units","0","v1594714173","30.1.2.1","458200","","","","0"
"2021","Manitoba","2021A000246","Total, tenure","Suitable","Number of households","Number","223","units","0","v1594714173","30.1.2.1","483300","","","","0"
"2022","Manitoba","2021A000246","Total, tenure","Suitable","Number of households","Number","223","units","0","v1594714173","30.1.2.1","498000","","","","0"
"2018","Manitoba","2021A000246","Total, tenure","Suitable","Percentage of households","Percent","239","units","0","v1594714194","30.1.2.4","93.3","","","","1"
"2021","Manitoba","2021A000246","Total, tenure","Suitable","Percentage of households","Percent","239","units","0","v1594714194","30.1.2.4","95.0","","","","1"
"2022","Manitoba","2021A000246","Total, tenure","Suitable","Percentage of households","Percent","239","units","0","v1594714194","30.1.2.4","95.1","","","","1"
"2018","Manitoba","2021A000246","Total, tenure","Not suitable","Number of households","Number","223","units","0","v1594714174","30.1.3.1","32900","","","","0"
"2021","Manitoba","2021A000246","Total, tenure","Not suitable","Number of households","Number","223","units","0","v1594714174","30.1.3.1","25300","","","","0"
"2022","Manitoba","2021A000246","Total, tenure","Not suitable","Number of households","Number","223","units","0","v1594714174","30.1.3.1","25600","","","","0"
"2018","Manitoba","2021A000246","Total, tenure","Not suitable","Percentage of households","Percent","239","units","0","v1594714195","30.1.3.4","6.7","","","","1"
"2021","Manitoba","2021A000246","Total, tenure","Not suitable","Percentage of households","Percent","239","units","0","v1594714195","30.1.3.4","5.0","","","","1"
"2022","Manitoba","2021A000246","Total, tenure","Not suitable","Percentage of households","Percent","239","units","0","v1594714195","30.1.3.4","4.9","","","","1"
"2018","Manitoba","2021A000246","Total, tenure","Total, dwelling condition","Number of households","Number","223","units","0","v1594714175","30.1.4.1","491300","","","","0"
"2021","Manitoba","2021A000246","Total, tenure","Total, dwelling condition","Number of households","Number","223","units","0","v1594714175","30.1.4.1","508600","","","","0"
"2022","Manitoba","2021A000246","Total, tenure","Total, dwelling condition","Number of households","Number","223","units","0","v1594714175","30.1.4.1","523600","","","","0"
"2018","Manitoba","2021A000246","Total, tenure","Total, dwelling condition","Percentage of households","Percent","239","units","0","v1594714196","30.1.4.4","100.0","","","","1"
"2021","Manitoba","2021A000246","Total, tenure","Total, dwelling condition","Percentage of households","Percent","239","units","0","v1594714196","30.1.4.4","100.0","","","","1"
"2022","Manitoba","2021A000246","Total, tenure","Total, dwelling condition","Percentage of households","Percent","239","units","0","v1594714196","30.1.4.4","100.0","","","","1"
"2018","Manitoba","2021A000246","Total, tenure","Regular maintenance needed","Number of households","Number","223","units","0","v1594714176","30.1.5.1","345300","","","","0"
"2021","Manitoba","2021A000246","Total, tenure","Regular maintenance needed","Number of households","Number","223","units","0","v1594714176","30.1.5.1","337700","","","","0"
"2022","Manitoba","2021A000246","Total, tenure","Regular maintenance needed","Number of households","Number","223","units","0","v1594714176","30.1.5.1","340200","","","","0"
"2018","Manitoba","2021A000246","Total, tenure","Regular maintenance needed","Percentage of households","Percent","239","units","0","v1594714197","30.1.5.4","70.0","","","","1"
"2021","Manitoba","2021A000246","Total, tenure","Regular maintenance needed","Percentage of households","Percent","239","units","0","v1594714197","30.1.5.4","66.0","","","","1"
"2022","Manitoba","2021A000246","Total, tenure","Regular maintenance needed","Percentage of households","Percent","239","units","0","v1594714197","30.1.5.4","65.0","","","","1"
"2018","Manitoba","2021A000246","Total, tenure","Minor repairs needed","Number of households","Number","223","units","0","v1594714177","30.1.6.1","104400","","","","0"
"2021","Manitoba","2021A000246","Total, tenure","Minor repairs needed","Number of households","Number","223","units","0","v1594714177","30.1.6.1","125900","","","","0"
"2022","Manitoba","2021A000246","Total, tenure","Minor repairs needed","Number of households","Number","223","units","0","v1594714177","30.1.6.1","137000","","","","0"
"2018","Manitoba","2021A000246","Total, tenure","Minor repairs needed","Percentage of households","Percent","239","units","0","v1594714198","30.1.6.4","21.0","","","","1"
"2021","Manitoba","2021A000246","Total, tenure","Minor repairs needed","Percentage of households","Percent","239","units","0","v1594714198","30.1.6.4","25.0","","","","1"
"2022","Manitoba","2021A000246","Total, tenure","Minor repairs needed","Percentage of households","Percent","239","units","0","v1594714198","30.1.6.4","26.0","","","","1"
"2018","Manitoba","2021A000246","Total, tenure","Major repairs needed","Number of households","Number","223","units","0","v1594714178","30.1.7.1","41500","","","","0"
"2021","Manitoba","2021A000246","Total, tenure","Major repairs needed","Number of households","Number","223","units","0","v1594714178","30.1.7.1","45000","","","","0"
"2022","Manitoba","2021A000246","Total, tenure","Major repairs needed","Number of households","Number","223","units","0","v1594714178","30.1.7.1","46400","","","","0"
"2018","Manitoba","2021A000246","Total, tenure","Major repairs needed","Percentage of households","Percent","239","units","0","v1594714199","30.1.7.4","8.5","","","","1"
"2021","Manitoba","2021A000246","Total, tenure","Major repairs needed","Percentage of households","Percent","239","units","0","v1594714199","30.1.7.4","8.9","","","","1"
"2022","Manitoba","2021A000246","Total, tenure","Major repairs needed","Percentage of households","Percent","239","units","0","v1594714199","30.1.7.4","8.9","","","","1"
"2018","Manitoba","2021A000246","Owner","Total, housing suitability","Number of households","Number","223","units","0","v1594714214","30.2.1.1","349800","","","","0"
"2021","Manitoba","2021A000246","Owner","Total, housing suitability","Number of households","Number","223","units","0","v1594714214","30.2.1.1","362200","","","","0"
"2022","Manitoba","2021A000246","Owner","Total, housing suitability","Number of households","Number","223","units","0","v1594714214","30.2.1.1","351700","","","","0"
"2018","Manitoba","2021A000246","Owner","Total, housing suitability","Percentage of households","Percent","239","units","0","v1594714235","30.2.1.4","100.0","","","","1"
"2021","Manitoba","2021A000246","Owner","Total, housing suitability","Percentage of households","Percent","239","units","0","v1594714235","30.2.1.4","100.0","","","","1"
"2022","Manitoba","2021A000246","Owner","Total, housing suitability","Percentage of households","Percent","239","units","0","v1594714235","30.2.1.4","100.0","","","","1"
"2018","Manitoba","2021A000246","Owner","Suitable","Number of households","Number","223","units","0","v1594714215","30.2.2.1","334800","","","","0"
"2021","Manitoba","2021A000246","Owner","Suitable","Number of households","Number","223","units","0","v1594714215","30.2.2.1","351200","","","","0"
"2022","Manitoba","2021A000246","Owner","Suitable","Number of households","Number","223","units","0","v1594714215","30.2.2.1","344500","","","","0"
"2018","Manitoba","2021A000246","Owner","Suitable","Percentage of households","Percent","239","units","0","v1594714236","30.2.2.4","95.7","","","","1"
"2021","Manitoba","2021A000246","Owner","Suitable","Percentage of households","Percent","239","units","0","v1594714236","30.2.2.4","97.0","","","","1"
"2022","Manitoba","2021A000246","Owner","Suitable","Percentage of households","Percent","239","units","0","v1594714236","30.2.2.4","98.0","","","","1"
"2018","Manitoba","2021A000246","Owner","Not suitable","Number of households","Number","223","units","0","v1594714216","30.2.3.1","15000","","","","0"
"2021","Manitoba","2021A000246","Owner","Not suitable","Number of households","Number","223","units","0","v1594714216","30.2.3.1","11000","","","","0"
"2022","Manitoba","2021A000246","Owner","Not suitable","Number of households","Number","223","units","0","v1594714216","30.2.3.1","7100","","","","0"
"2018","Manitoba","2021A000246","Owner","Not suitable","Percentage of households","Percent","239","units","0","v1594714237","30.2.3.4","4.3","","","","1"
"2021","Manitoba","2021A000246","Owner","Not suitable","Percentage of households","Percent","239","units","0","v1594714237","30.2.3.4","3.0","","","","1"
"2022","Manitoba","2021A000246","Owner","Not suitable","Percentage of households","Percent","239","units","0","v1594714237","30.2.3.4","2.0","","","","1"
"2018","Manitoba","2021A000246","Owner","Total, dwelling condition","Number of households","Number","223","units","0","v1594714217","30.2.4.1","349700","","","","0"
"2021","Manitoba","2021A000246","Owner","Total, dwelling condition","Number of households","Number","223","units","0","v1594714217","30.2.4.1","362300","","","","0"
"2022","Manitoba","2021A000246","Owner","Total, dwelling condition","Number of households","Number","223","units","0","v1594714217","30.2.4.1","351600","","","","0"
"2018","Manitoba","2021A000246","Owner","Total, dwelling condition","Percentage of households","Percent","239","units","0","v1594714238","30.2.4.4","100.0","","","","1"
"2021","Manitoba","2021A000246","Owner","Total, dwelling condition","Percentage of households","Percent","239","units","0","v1594714238","30.2.4.4","100.0","","","","1"
"2022","Manitoba","2021A000246","Owner","Total, dwelling condition","Percentage of households","Percent","239","units","0","v1594714238","30.2.4.4","100.0","","","","1"
"2018","Manitoba","2021A000246","Owner","Regular maintenance needed","Number of households","Number","223","units","0","v1594714218","30.2.5.1","241500","","","","0"
"2021","Manitoba","2021A000246","Owner","Regular maintenance needed","Number of households","Number","223","units","0","v1594714218","30.2.5.1","240500","","","","0"
"2022","Manitoba","2021A000246","Owner","Regular maintenance needed","Number of households","Number","223","units","0","v1594714218","30.2.5.1","221400","","","","0"
"2018","Manitoba","2021A000246","Owner","Regular maintenance needed","Percentage of households","Percent","239","units","0","v1594714239","30.2.5.4","69.0","","","","1"
"2021","Manitoba","2021A000246","Owner","Regular maintenance needed","Percentage of households","Percent","239","units","0","v1594714239","30.2.5.4","66.0","","","","1"
"2022","Manitoba","2021A000246","Owner","Regular maintenance needed","Percentage of households","Percent","239","units","0","v1594714239","30.2.5.4","63.0","","","","1"
"2018","Manitoba","2021A000246","Owner","Minor repairs needed","Number of households","Number","223","units","0","v1594714219","30.2.6.1","78800","","","","0"
"2021","Manitoba","2021A000246","Owner","Minor repairs needed","Number of households","Number","223","units","0","v1594714219","30.2.6.1","89200","","","","0"
"2022","Manitoba","2021A000246","Owner","Minor repairs needed","Number of households","Number","223","units","0","v1594714219","30.2.6.1","96000","","","","0"
"2018","Manitoba","2021A000246","Owner","Minor repairs needed","Percentage of households","Percent","239","units","0","v1594714240","30.2.6.4","23.0","","","","1"
"2021","Manitoba","2021A000246","Owner","Minor repairs needed","Percentage of households","Percent","239","units","0","v1594714240","30.2.6.4","25.0","","","","1"
"2022","Manitoba","2021A000246","Owner","Minor repairs needed","Percentage of households","Percent","239","units","0","v1594714240","30.2.6.4","27.0","","","","1"
"2018","Manitoba","2021A000246","Owner","Major repairs needed","Number of households","Number","223","units","0","v1594714220","30.2.7.1","29400","","","","0"
"2021","Manitoba","2021A000246","Owner","Major repairs needed","Number of households","Number","223","units","0","v1594714220","30.2.7.1","32600","","","","0"
"2022","Manitoba","2021A000246","Owner","Major repairs needed","Number of households","Number","223","units","0","v1594714220","30.2.7.1","34300","","","","0"
"2018","Manitoba","2021A000246","Owner","Major repairs needed","Percentage of households","Percent","239","units","0","v1594714241","30.2.7.4","8.4","","","","1"
"2021","Manitoba","2021A000246","Owner","Major repairs needed","Percentage of households","Percent","239","units","0","v1594714241","30.2.7.4","9.0","","","","1"
"2022","Manitoba","2021A000246","Owner","Major repairs needed","Percentage of households","Percent","239","units","0","v1594714241","30.2.7.4","9.8","","","","1"
"2018","Manitoba","2021A000246","Renter","Total, housing suitability","Number of households","Number","223","units","0","v1594714256","30.3.1.1","141500","","","","0"
"2021","Manitoba","2021A000246","Renter","Total, housing suitability","Number of households","Number","223","units","0","v1594714256","30.3.1.1","146400","","","","0"
"2022","Manitoba","2021A000246","Renter","Total, housing suitability","Number of households","Number","223","units","0","v1594714256","30.3.1.1","172100","","","","0"
"2018","Manitoba","2021A000246","Renter","Total, housing suitability","Percentage of households","Percent","239","units","0","v1594714277","30.3.1.4","100.0","","","","1"
"2021","Manitoba","2021A000246","Renter","Total, housing suitability","Percentage of households","Percent","239","units","0","v1594714277","30.3.1.4","100.0","","","","1"
"2022","Manitoba","2021A000246","Renter","Total, housing suitability","Percentage of households","Percent","239","units","0","v1594714277","30.3.1.4","100.0","","","","1"
"2018","Manitoba","2021A000246","Renter","Suitable","Number of households","Number","223","units","0","v1594714257","30.3.2.1","123400","","","","0"
"2021","Manitoba","2021A000246","Renter","Suitable","Number of households","Number","223","units","0","v1594714257","30.3.2.1","132000","","","","0"
"2022","Manitoba","2021A000246","Renter","Suitable","Number of households","Number","223","units","0","v1594714257","30.3.2.1","153500","","","","0"
"2018","Manitoba","2021A000246","Renter","Suitable","Percentage of households","Percent","239","units","0","v1594714278","30.3.2.4","87.3","","","","1"
"2021","Manitoba","2021A000246","Renter","Suitable","Percentage of households","Percent","239","units","0","v1594714278","30.3.2.4","90.2","","","","1"
"2022","Manitoba","2021A000246","Renter","Suitable","Percentage of households","Percent","239","units","0","v1594714278","30.3.2.4","89.2","","","","1"
"2018","Manitoba","2021A000246","Renter","Not suitable","Number of households","Number","223","units","0","v1594714258","30.3.3.1","17900","","","","0"
"2021","Manitoba","2021A000246","Renter","Not suitable","Number of households","Number","223","units","0","v1594714258","30.3.3.1","14300","","","","0"
"2022","Manitoba","2021A000246","Renter","Not suitable","Number of households","Number","223","units","0","v1594714258","30.3.3.1","18400","","","","0"
"2018","Manitoba","2021A000246","Renter","Not suitable","Percentage of households","Percent","239","units","0","v1594714279","30.3.3.4","12.7","","","","1"
"2021","Manitoba","2021A000246","Renter","Not suitable","Percentage of households","Percent","239","units","0","v1594714279","30.3.3.4","9.8","","","","1"
"2022","Manitoba","2021A000246","Renter","Not suitable","Percentage of households","Percent","239","units","0","v1594714279","30.3.3.4","10.8","","","","1"
"2018","Manitoba","2021A000246","Renter","Total, dwelling condition","Number of households","Number","223","units","0","v1594714259","30.3.4.1","141400","","","","0"
"2021","Manitoba","2021A000246","Renter","Total, dwelling condition","Number of households","Number","223","units","0","v1594714259","30.3.4.1","146300","","","","0"
"2022","Manitoba","2021A000246","Renter","Total, dwelling condition","Number of households","Number","223","units","0","v1594714259","30.3.4.1","172000","","","","0"
"2018","Manitoba","2021A000246","Renter","Total, dwelling condition","Percentage of households","Percent","239","units","0","v1594714280","30.3.4.4","100.0","","","","1"
"2021","Manitoba","2021A000246","Renter","Total, dwelling condition","Percentage of households","Percent","239","units","0","v1594714280","30.3.4.4","100.0","","","","1"
"2022","Manitoba","2021A000246","Renter","Total, dwelling condition","Percentage of households","Percent","239","units","0","v1594714280","30.3.4.4","100.0","","","","1"
"2018","Manitoba","2021A000246","Renter","Regular maintenance needed","Number of households","Number","223","units","0","v1594714260","30.3.5.1","103800","","","","0"
"2021","Manitoba","2021A000246","Renter","Regular maintenance needed","Number of households","Number","223","units","0","v1594714260","30.3.5.1","97200","","","","0"
"2022","Manitoba","2021A000246","Renter","Regular maintenance needed","Number of households","Number","223","units","0","v1594714260","30.3.5.1","118900","","","","0"
"2018","Manitoba","2021A000246","Renter","Regular maintenance needed","Percentage of households","Percent","239","units","0","v1594714281","30.3.5.4","73.0","","","","1"
"2021","Manitoba","2021A000246","Renter","Regular maintenance needed","Percentage of households","Percent","239","units","0","v1594714281","30.3.5.4","66.0","","","","1"
"2022","Manitoba","2021A000246","Renter","Regular maintenance needed","Percentage of households","Percent","239","units","0","v1594714281","30.3.5.4","69.0","","","","1"
"2018","Manitoba","2021A000246","Renter","Minor repairs needed","Number of households","Number","223","units","0","v1594714261","30.3.6.1","25400","","","","0"
"2021","Manitoba","2021A000246","Renter","Minor repairs needed","Number of households","Number","223","units","0","v1594714261","30.3.6.1","36700","","","","0"
"2022","Manitoba","2021A000246","Renter","Minor repairs needed","Number of households","Number","223","units","0","v1594714261","30.3.6.1","41100","","","","0"
"2018","Manitoba","2021A000246","Renter","Minor repairs needed","Percentage of households","Percent","239","units","0","v1594714282","30.3.6.4","18.0","","","","1"
"2021","Manitoba","2021A000246","Renter","Minor repairs needed","Percentage of households","Percent","239","units","0","v1594714282","30.3.6.4","25.0","","","","1"
"2022","Manitoba","2021A000246","Renter","Minor repairs needed","Percentage of households","Percent","239","units","0","v1594714282","30.3.6.4","24.0","","","","1"
"2018","Manitoba","2021A000246","Renter","Major repairs needed","Number of households","Number","223","units","0","v1594714262","30.3.7.1","12100","","","","0"
"2021","Manitoba","2021A000246","Renter","Major repairs needed","Number of households","Number","223","units","0","v1594714262","30.3.7.1","12400","","","","0"
"2022","Manitoba","2021A000246","Renter","Major repairs needed","Number of households","Number","223","units","0","v1594714262","30.3.7.1","12100","","","","0"
"2018","Manitoba","2021A000246","Renter","Major repairs needed","Percentage of households","Percent","239","units","0","v1594714283","30.3.7.4","8.6","","","","1"
"2021","Manitoba","2021A000246","Renter","Major repairs needed","Percentage of households","Percent","239","units","0","v1594714283","30.3.7.4","8.5","","","","1"
"2022","Manitoba","2021A000246","Renter","Major repairs needed","Percentage of households","Percent","239","units","0","v1594714283","30.3.7.4","7.0","","","","1"
"2018","Saskatchewan","2021A000247","Total, tenure","Total, housing suitability","Number of households","Number","223","units","0","v1594715222","35.1.1.1","432800","","","","0"
"2021","Saskatchewan","2021A000247","Total, tenure","Total, housing suitability","Number of households","Number","223","units","0","v1594715222","35.1.1.1","444500","","","","0"
"2022","Saskatchewan","2021A000247","Total, tenure","Total, housing suitability","Number of households","Number","223","units","0","v1594715222","35.1.1.1","458000","","","","0"
"2018","Saskatchewan","2021A000247","Total, tenure","Total, housing suitability","Percentage of households","Percent","239","units","0","v1594715243","35.1.1.4","100.0","","","","1"
"2021","Saskatchewan","2021A000247","Total, tenure","Total, housing suitability","Percentage of households","Percent","239","units","0","v1594715243","35.1.1.4","100.0","","","","1"
"2022","Saskatchewan","2021A000247","Total, tenure","Total, housing suitability","Percentage of households","Percent","239","units","0","v1594715243","35.1.1.4","100.0","","","","1"
"2018","Saskatchewan","2021A000247","Total, tenure","Suitable","Number of households","Number","223","units","0","v1594715223","35.1.2.1","413000","","","","0"
"2021","Saskatchewan","2021A000247","Total, tenure","Suitable","Number of households","Number","223","units","0","v1594715223","35.1.2.1","426500","","","","0"
"2022","Saskatchewan","2021A000247","Total, tenure","Suitable","Number of households","Number","223","units","0","v1594715223","35.1.2.1","440200","","","","0"
"2018","Saskatchewan","2021A000247","Total, tenure","Suitable","Percentage of households","Percent","239","units","0","v1594715244","35.1.2.4","95.4","","","","1"
