Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.63,43.68,TORONTO INTL A,6158731,01/01/2025,2025,1,1,,2.8,,-0.2,,1.3,,16.7,,0,,0.7,,0,T,0.7,,,,30,,62,
-79.63,43.68,TORONTO INTL A,6158731,02/01/2025,2025,1,2,,0.4,,-3.4,,-1.5,,19.5,,0,,0,,1.8,,1.8,,0,T,26,,59,
-79.63,43.68,TORONTO INTL A,6158731,03/01/2025,2025,1,3,,-0.3,,-5.1,,-2.7,,20.7,,0,,0,,0,T,0,T,1,,29,,60,
-79.63,43.68,TORONTO INTL A,6158731,04/01/2025,2025,1,4,,-1.8,,-7,,-4.4,,22.4,,0,,0,,0,T,0,T,0,T,27,,71,
-79.63,43.68,TORONTO INTL A,6158731,05/01/2025,2025,1,5,,-0.8,,-6.4,,-3.6,,21.6,,0,,0,,0,T,0,T,0,T,26,,50,
-79.63,43.68,TORONTO INTL A,6158731,06/01/2025,2025,1,6,,-3.6,,-9.8,,-6.7,,24.7,,0,,0,,0,T,0,T,0,T,1,,42,
-79.63,43.68,TORONTO INTL A,6158731,07/01/2025,2025,1,7,,-4,,-9.3,,-6.7,,24.7,,0,,0,,2.4,,2.4,,1,,29,,55,
-79.63,43.68,TORONTO INTL A,6158731,08/01/2025,2025,1,8,,-5.8,,-12.9,,-9.4,,27.4,,0,,0,,0,,0,,1,,31,,53,
-79.63,43.68,TORONTO INTL A,6158731,09/01/2025,2025,1,9,,-4.1,,-12.8,,-8.5,,26.5,,0,,0,,0,T,0,T,0,T,34,,35,
-79.63,43.68,TORONTO INTL A,6158731,10/01/2025,2025,1,10,,-2.6,,-12.4,,-7.5,,25.5,,0,,0,,5.2,,4.2,,0,T,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,11/01/2025,2025,1,11,,0.2,,-5.8,,-2.8,,20.8,,0,,0,,4,,2.6,,8,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,12/01/2025,2025,1,12,,1.7,,-4.7,,-1.5,,19.5,,0,,0,,0.4,,0.4,,8,,20,,34,
-79.63,43.68,TORONTO INTL A,6158731,13/01/2025,2025,1,13,,1.3,,-8.2,,-3.5,,21.5,,0,,0,,0.6,,0.6,,6,,26,,59,
-79.63,43.68,TORONTO INTL A,6158731,14/01/2025,2025,1,14,,-5.7,,-9.3,,-7.5,,25.5,,0,,0,,0,T,0,T,4,,28,,59,
-79.63,43.68,TORONTO INTL A,6158731,15/01/2025,2025,1,15,,-3.5,,-11.4,,-7.5,,25.5,,0,,0,,0,T,0,T,3,,25,,39,
-79.63,43.68,TORONTO INTL A,6158731,16/01/2025,2025,1,16,,-1.7,,-7.8,,-4.8,,22.8,,0,,0,,2.6,,2.2,,3,,25,,35,
-79.63,43.68,TORONTO INTL A,6158731,17/01/2025,2025,1,17,,2.6,,-2.5,,0.1,,17.9,,0,,0,,0.8,,0.6,,6,,21,,40,
-79.63,43.68,TORONTO INTL A,6158731,18/01/2025,2025,1,18,,4.1,,-6.5,,-1.2,,19.2,,0,,0.6,,0.4,,1,,2,,31,,45,
